spade-final-2026-08-23 · S2 · levy d=6 sigma=0.25 · tier=secondary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed on the second try, after generating a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/linear_operator/utils/cholesky.py:41: NumericalWarning: A not p.d., added jitter of 1.0e-08 to the diagonal
  warnings.warn(
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/linear_operator/utils/cholesky.py:41: NumericalWarning: A not p.d., added jitter of 1.0e-08 to the diagonal
  warnings.warn(
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/linear_operator/utils/cholesky.py:41: NumericalWarning: A not p.d., added jitter of 1.0e-08 to the diagonal
  warnings.warn(
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[NumericalWarning('A not p.d., added jitter of 1.0e-08 to the diagonal'), OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 309/1100] spade_cf_m0          levy         seed=28  rows=12 (15.2m, eta 39m)
[ 310/1100] spade_cf_m4          levy         seed=28  rows=12 (15.2m, eta 39m)
[ 311/1100] spade_cf_m8          levy         seed=28  rows=12 (15.3m, eta 39m)
[ 312/1100] spade_plate1_only    levy         seed=28  rows=12 (15.3m, eta 39m)
[ 313/1100] spade_random_plate2  levy         seed=28  rows=12 (15.3m, eta 39m)
[ 314/1100] sobol                levy         seed=28  rows=12 (15.4m, eta 38m)
[ 315/1100] lhs                  levy         seed=28  rows=12 (15.4m, eta 38m)
[ 316/1100] random               levy         seed=28  rows=12 (15.4m, eta 38m)
[ 317/1100] qlognei              levy         seed=28  rows=12 (15.5m, eta 38m)
[ 318/1100] qlogei               levy         seed=28  rows=12 (15.6m, eta 38m)
[ 319/1100] doe                  levy         seed=28  rows=12 (15.7m, eta 38m)
[ 320/1100] spade_cf_m0          levy         seed=29  rows=12 (15.7m, eta 38m)
[ 321/1100] spade_cf_m4          levy         seed=29  rows=12 (15.7m, eta 38m)
[ 322/1100] spade_cf_m8          levy         seed=29  rows=12 (15.8m, eta 38m)
[ 323/1100] spade_plate1_only    levy         seed=29  rows=12 (15.8m, eta 38m)
[ 324/1100] spade_random_plate2  levy         seed=29  rows=12 (15.8m, eta 38m)
[ 325/1100] sobol                levy         seed=29  rows=12 (15.9m, eta 38m)
[ 326/1100] lhs                  levy         seed=29  rows=12 (15.9m, eta 38m)
[ 327/1100] random               levy         seed=29  rows=12 (15.9m, eta 38m)
[ 328/1100] qlognei              levy         seed=29  rows=12 (16.0m, eta 38m)
[ 329/1100] qlogei               levy         seed=29  rows=12 (16.2m, eta 38m)
[ 330/1100] doe                  levy         seed=29  rows=12 (16.3m, eta 38m)
[ 331/1100] spade_cf_m0          levy         seed=30  rows=12 (16.3m, eta 38m)
[ 332/1100] spade_cf_m4          levy         seed=30  rows=12 (16.3m, eta 38m)
[ 333/1100] spade_cf_m8          levy         seed=30  rows=12 (16.4m, eta 38m)
[ 334/1100] spade_plate1_only    levy         seed=30  rows=12 (16.4m, eta 38m)
[ 335/1100] spade_random_plate2  levy         seed=30  rows=12 (16.4m, eta 38m)
[ 336/1100] sobol                levy         seed=30  rows=12 (16.5m, eta 37m)
[ 337/1100] lhs                  levy         seed=30  rows=12 (16.5m, eta 37m)
[ 338/1100] random               levy         seed=30  rows=12 (16.5m, eta 37m)
[ 339/1100] qlognei              levy         seed=30  rows=12 (16.6m, eta 37m)
[ 340/1100] qlogei               levy         seed=30  rows=12 (16.7m, eta 37m)
[ 341/1100] doe                  levy         seed=30  rows=12 (16.8m, eta 37m)
[ 342/1100] spade_cf_m0          levy         seed=31  rows=12 (16.8m, eta 37m)
[ 343/1100] spade_cf_m4          levy         seed=31  rows=12 (16.8m, eta 37m)
[ 344/1100] spade_cf_m8          levy         seed=31  rows=12 (16.9m, eta 37m)
[ 345/1100] spade_plate1_only    levy         seed=31  rows=12 (16.9m, eta 37m)
[ 346/1100] spade_random_plate2  levy         seed=31  rows=12 (16.9m, eta 37m)
[ 347/1100] sobol                levy         seed=31  rows=12 (17.0m, eta 37m)
[ 348/1100] lhs                  levy         seed=31  rows=12 (17.0m, eta 37m)
[ 349/1100] random               levy         seed=31  rows=12 (17.0m, eta 37m)
[ 350/1100] qlognei              levy         seed=31  rows=12 (17.1m, eta 37m)
[ 351/1100] qlogei               levy         seed=31  rows=12 (17.2m, eta 37m)
[ 352/1100] doe                  levy         seed=31  rows=12 (17.3m, eta 37m)
[ 353/1100] spade_cf_m0          levy         seed=32  rows=12 (17.3m, eta 37m)
[ 354/1100] spade_cf_m4          levy         seed=32  rows=12 (17.3m, eta 37m)
[ 355/1100] spade_cf_m8          levy         seed=32  rows=12 (17.4m, eta 36m)
[ 356/1100] spade_plate1_only    levy         seed=32  rows=12 (17.4m, eta 36m)
[ 357/1100] spade_random_plate2  levy         seed=32  rows=12 (17.5m, eta 36m)
[ 358/1100] sobol                levy         seed=32  rows=12 (17.5m, eta 36m)
[ 359/1100] lhs                  levy         seed=32  rows=12 (17.5m, eta 36m)
[ 360/1100] random               levy         seed=32  rows=12 (17.5m, eta 36m)
[ 361/1100] qlognei              levy         seed=32  rows=12 (17.7m, eta 36m)
[ 362/1100] qlogei               levy         seed=32  rows=12 (17.8m, eta 36m)
[ 363/1100] doe                  levy         seed=32  rows=12 (17.8m, eta 36m)
[ 364/1100] spade_cf_m0          levy         seed=33  rows=12 (17.8m, eta 36m)
[ 365/1100] spade_cf_m4          levy         seed=33  rows=12 (17.9m, eta 36m)
[ 366/1100] spade_cf_m8          levy         seed=33  rows=12 (17.9m, eta 36m)
[ 367/1100] spade_plate1_only    levy         seed=33  rows=12 (17.9m, eta 36m)
[ 368/1100] spade_random_plate2  levy         seed=33  rows=12 (18.0m, eta 36m)
[ 369/1100] sobol                levy         seed=33  rows=12 (18.0m, eta 36m)
[ 370/1100] lhs                  levy         seed=33  rows=12 (18.0m, eta 36m)
[ 371/1100] random               levy         seed=33  rows=12 (18.0m, eta 35m)
[ 372/1100] qlognei              levy         seed=33  rows=12 (18.1m, eta 35m)
[ 373/1100] qlogei               levy         seed=33  rows=12 (18.2m, eta 35m)
[ 374/1100] doe                  levy         seed=33  rows=12 (18.2m, eta 35m)
[ 375/1100] spade_cf_m0          levy         seed=34  rows=12 (18.2m, eta 35m)
[ 376/1100] spade_cf_m4          levy         seed=34  rows=12 (18.3m, eta 35m)
[ 377/1100] spade_cf_m8          levy         seed=34  rows=12 (18.3m, eta 35m)
[ 378/1100] spade_plate1_only    levy         seed=34  rows=12 (18.3m, eta 35m)
[ 379/1100] spade_random_plate2  levy         seed=34  rows=12 (18.3m, eta 35m)
[ 380/1100] sobol                levy         seed=34  rows=12 (18.4m, eta 35m)
[ 381/1100] lhs                  levy         seed=34  rows=12 (18.4m, eta 35m)
[ 382/1100] random               levy         seed=34  rows=12 (18.4m, eta 35m)
[ 383/1100] qlognei              levy         seed=34  rows=12 (18.5m, eta 35m)
[ 384/1100] qlogei               levy         seed=34  rows=12 (18.7m, eta 35m)
[ 385/1100] doe                  levy         seed=34  rows=12 (18.7m, eta 35m)
[ 386/1100] spade_cf_m0          levy         seed=35  rows=12 (18.7m, eta 35m)
[ 387/1100] spade_cf_m4          levy         seed=35  rows=12 (18.7m, eta 35m)
[ 388/1100] spade_cf_m8          levy         seed=35  rows=12 (18.8m, eta 34m)
[ 389/1100] spade_plate1_only    levy         seed=35  rows=12 (18.8m, eta 34m)
[ 390/1100] spade_random_plate2  levy         seed=35  rows=12 (18.8m, eta 34m)
[ 391/1100] sobol                levy         seed=35  rows=12 (18.9m, eta 34m)
[ 392/1100] lhs                  levy         seed=35  rows=12 (18.9m, eta 34m)
[ 393/1100] random               levy         seed=35  rows=12 (18.9m, eta 34m)
[ 394/1100] qlognei              levy         seed=35  rows=12 (19.0m, eta 34m)
[ 395/1100] qlogei               levy         seed=35  rows=12 (19.1m, eta 34m)
[ 396/1100] doe                  levy         seed=35  rows=12 (19.1m, eta 34m)
[ 397/1100] spade_cf_m0          levy         seed=36  rows=12 (19.2m, eta 34m)
[ 398/1100] spade_cf_m4          levy         seed=36  rows=12 (19.2m, eta 34m)
[ 399/1100] spade_cf_m8          levy         seed=36  rows=12 (19.2m, eta 34m)
[ 400/1100] spade_plate1_only    levy         seed=36  rows=12 (19.2m, eta 34m)
[ 401/1100] spade_random_plate2  levy         seed=36  rows=12 (19.3m, eta 34m)
[ 402/1100] sobol                levy         seed=36  rows=12 (19.3m, eta 33m)
[ 403/1100] lhs                  levy         seed=36  rows=12 (19.3m, eta 33m)
[ 404/1100] random               levy         seed=36  rows=12 (19.3m, eta 33m)
[ 405/1100] qlognei              levy         seed=36  rows=12 (19.4m, eta 33m)
[ 406/1100] qlogei               levy         seed=36  rows=12 (19.5m, eta 33m)
[ 407/1100] doe                  levy         seed=36  rows=12 (19.5m, eta 33m)
[ 408/1100] spade_cf_m0          levy         seed=37  rows=12 (19.6m, eta 33m)
[ 409/1100] spade_cf_m4          levy         seed=37  rows=12 (19.6m, eta 33m)
[ 410/1100] spade_cf_m8          levy         seed=37  rows=12 (19.6m, eta 33m)
[ 411/1100] spade_plate1_only    levy         seed=37  rows=12 (19.6m, eta 33m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[NumericalWarning('A not p.d., added jitter of 1.0e-08 to the diagonal'), OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 412/1100] spade_random_plate2  levy         seed=37  rows=12 (19.7m, eta 33m)
[ 413/1100] sobol                levy         seed=37  rows=12 (19.7m, eta 33m)
[ 414/1100] lhs                  levy         seed=37  rows=12 (19.7m, eta 33m)
[ 415/1100] random               levy         seed=37  rows=12 (19.7m, eta 33m)
[ 416/1100] qlognei              levy         seed=37  rows=12 (19.9m, eta 33m)
[ 417/1100] qlogei               levy         seed=37  rows=12 (20.1m, eta 33m)
[ 418/1100] doe                  levy         seed=37  rows=12 (20.1m, eta 33m)
[ 419/1100] spade_cf_m0          levy         seed=38  rows=12 (20.1m, eta 33m)
[ 420/1100] spade_cf_m4          levy         seed=38  rows=12 (20.2m, eta 33m)
[ 421/1100] spade_cf_m8          levy         seed=38  rows=12 (20.2m, eta 33m)
[ 422/1100] spade_plate1_only    levy         seed=38  rows=12 (20.2m, eta 32m)
[ 423/1100] spade_random_plate2  levy         seed=38  rows=12 (20.3m, eta 32m)
[ 424/1100] sobol                levy         seed=38  rows=12 (20.3m, eta 32m)
[ 425/1100] lhs                  levy         seed=38  rows=12 (20.3m, eta 32m)
[ 426/1100] random               levy         seed=38  rows=12 (20.4m, eta 32m)
[ 427/1100] qlognei              levy         seed=38  rows=12 (20.5m, eta 32m)
[ 428/1100] qlogei               levy         seed=38  rows=12 (20.6m, eta 32m)
[ 429/1100] doe                  levy         seed=38  rows=12 (20.7m, eta 32m)
[ 430/1100] spade_cf_m0          levy         seed=39  rows=12 (20.7m, eta 32m)
[ 431/1100] spade_cf_m4          levy         seed=39  rows=12 (20.7m, eta 32m)
[ 432/1100] spade_cf_m8          levy         seed=39  rows=12 (20.8m, eta 32m)
[ 433/1100] spade_plate1_only    levy         seed=39  rows=12 (20.8m, eta 32m)
[ 434/1100] spade_random_plate2  levy         seed=39  rows=12 (20.8m, eta 32m)
[ 435/1100] sobol                levy         seed=39  rows=12 (20.8m, eta 32m)
[ 436/1100] lhs                  levy         seed=39  rows=12 (20.9m, eta 32m)
[ 437/1100] random               levy         seed=39  rows=12 (20.9m, eta 32m)
[ 438/1100] qlognei              levy         seed=39  rows=12 (21.0m, eta 32m)
[ 439/1100] qlogei               levy         seed=39  rows=12 (21.1m, eta 32m)
[ 440/1100] doe                  levy         seed=39  rows=12 (21.1m, eta 32m)
[ 441/1100] spade_cf_m0          levy         seed=40  rows=12 (21.2m, eta 32m)
[ 442/1100] spade_cf_m4          levy         seed=40  rows=12 (21.2m, eta 32m)
[ 443/1100] spade_cf_m8          levy         seed=40  rows=12 (21.2m, eta 31m)
[ 444/1100] spade_plate1_only    levy         seed=40  rows=12 (21.2m, eta 31m)
[ 445/1100] spade_random_plate2  levy         seed=40  rows=12 (21.3m, eta 31m)
[ 446/1100] sobol                levy         seed=40  rows=12 (21.3m, eta 31m)
[ 447/1100] lhs                  levy         seed=40  rows=12 (21.3m, eta 31m)
[ 448/1100] random               levy         seed=40  rows=12 (21.4m, eta 31m)
[ 449/1100] qlognei              levy         seed=40  rows=12 (21.4m, eta 31m)
[ 450/1100] qlogei               levy         seed=40  rows=12 (21.6m, eta 31m)
[ 451/1100] doe                  levy         seed=40  rows=12 (21.7m, eta 31m)
[ 452/1100] spade_cf_m0          levy         seed=41  rows=12 (21.7m, eta 31m)
[ 453/1100] spade_cf_m4          levy         seed=41  rows=12 (21.7m, eta 31m)
[ 454/1100] spade_cf_m8          levy         seed=41  rows=12 (21.7m, eta 31m)
[ 455/1100] spade_plate1_only    levy         seed=41  rows=12 (21.8m, eta 31m)
[ 456/1100] spade_random_plate2  levy         seed=41  rows=12 (21.8m, eta 31m)
[ 457/1100] sobol                levy         seed=41  rows=12 (21.8m, eta 31m)
[ 458/1100] lhs                  levy         seed=41  rows=12 (21.9m, eta 31m)
[ 459/1100] random               levy         seed=41  rows=12 (21.9m, eta 31m)
[ 460/1100] qlognei              levy         seed=41  rows=12 (22.0m, eta 31m)
[ 461/1100] qlogei               levy         seed=41  rows=12 (22.1m, eta 31m)
[ 462/1100] doe                  levy         seed=41  rows=12 (22.1m, eta 31m)
[ 463/1100] spade_cf_m0          levy         seed=42  rows=12 (22.1m, eta 30m)
[ 464/1100] spade_cf_m4          levy         seed=42  rows=12 (22.2m, eta 30m)
[ 465/1100] spade_cf_m8          levy         seed=42  rows=12 (22.2m, eta 30m)
[ 466/1100] spade_plate1_only    levy         seed=42  rows=12 (22.2m, eta 30m)
[ 467/1100] spade_random_plate2  levy         seed=42  rows=12 (22.3m, eta 30m)
[ 468/1100] sobol                levy         seed=42  rows=12 (22.3m, eta 30m)
[ 469/1100] lhs                  levy         seed=42  rows=12 (22.3m, eta 30m)
[ 470/1100] random               levy         seed=42  rows=12 (22.3m, eta 30m)
[ 471/1100] qlognei              levy         seed=42  rows=12 (22.4m, eta 30m)
[ 472/1100] qlogei               levy         seed=42  rows=12 (22.5m, eta 30m)
[ 473/1100] doe                  levy         seed=42  rows=12 (22.6m, eta 30m)
[ 474/1100] spade_cf_m0          levy         seed=43  rows=12 (22.6m, eta 30m)
[ 475/1100] spade_cf_m4          levy         seed=43  rows=12 (22.6m, eta 30m)
[ 476/1100] spade_cf_m8          levy         seed=43  rows=12 (22.6m, eta 30m)
[ 477/1100] spade_plate1_only    levy         seed=43  rows=12 (22.7m, eta 30m)
[ 478/1100] spade_random_plate2  levy         seed=43  rows=12 (22.7m, eta 30m)
[ 479/1100] sobol                levy         seed=43  rows=12 (22.7m, eta 29m)
[ 480/1100] lhs                  levy         seed=43  rows=12 (22.7m, eta 29m)
[ 481/1100] random               levy         seed=43  rows=12 (22.8m, eta 29m)
[ 482/1100] qlognei              levy         seed=43  rows=12 (22.9m, eta 29m)
[ 483/1100] qlogei               levy         seed=43  rows=12 (23.0m, eta 29m)
[ 484/1100] doe                  levy         seed=43  rows=12 (23.1m, eta 29m)
[ 485/1100] spade_cf_m0          levy         seed=44  rows=12 (23.1m, eta 29m)
[ 486/1100] spade_cf_m4          levy         seed=44  rows=12 (23.1m, eta 29m)
[ 487/1100] spade_cf_m8          levy         seed=44  rows=12 (23.2m, eta 29m)
[ 488/1100] spade_plate1_only    levy         seed=44  rows=12 (23.2m, eta 29m)
[ 489/1100] spade_random_plate2  levy         seed=44  rows=12 (23.2m, eta 29m)
[ 490/1100] sobol                levy         seed=44  rows=12 (23.2m, eta 29m)
[ 491/1100] lhs                  levy         seed=44  rows=12 (23.3m, eta 29m)
[ 492/1100] random               levy         seed=44  rows=12 (23.3m, eta 29m)
[ 493/1100] qlognei              levy         seed=44  rows=12 (23.4m, eta 29m)
[ 494/1100] qlogei               levy         seed=44  rows=12 (23.5m, eta 29m)
[ 495/1100] doe                  levy         seed=44  rows=12 (23.6m, eta 29m)
[ 496/1100] spade_cf_m0          levy         seed=45  rows=12 (23.6m, eta 29m)
[ 497/1100] spade_cf_m4          levy         seed=45  rows=12 (23.6m, eta 29m)
[ 498/1100] spade_cf_m8          levy         seed=45  rows=12 (23.6m, eta 29m)
[ 499/1100] spade_plate1_only    levy         seed=45  rows=12 (23.7m, eta 29m)
[ 500/1100] spade_random_plate2  levy         seed=45  rows=12 (23.7m, eta 28m)
[ 501/1100] sobol                levy         seed=45  rows=12 (23.7m, eta 28m)
[ 502/1100] lhs                  levy         seed=45  rows=12 (23.7m, eta 28m)
[ 503/1100] random               levy         seed=45  rows=12 (23.8m, eta 28m)
[ 504/1100] qlognei              levy         seed=45  rows=12 (23.9m, eta 28m)
[ 505/1100] qlogei               levy         seed=45  rows=12 (24.0m, eta 28m)
[ 506/1100] doe                  levy         seed=45  rows=12 (24.0m, eta 28m)
[ 507/1100] spade_cf_m0          levy         seed=46  rows=12 (24.0m, eta 28m)
[ 508/1100] spade_cf_m4          levy         seed=46  rows=12 (24.1m, eta 28m)
[ 509/1100] spade_cf_m8          levy         seed=46  rows=12 (24.1m, eta 28m)
[ 510/1100] spade_plate1_only    levy         seed=46  rows=12 (24.1m, eta 28m)
[ 511/1100] spade_random_plate2  levy         seed=46  rows=12 (24.2m, eta 28m)
[ 512/1100] sobol                levy         seed=46  rows=12 (24.2m, eta 28m)
[ 513/1100] lhs                  levy         seed=46  rows=12 (24.2m, eta 28m)
[ 514/1100] random               levy         seed=46  rows=12 (24.3m, eta 28m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 515/1100] qlognei              levy         seed=46  rows=12 (24.4m, eta 28m)
[ 516/1100] qlogei               levy         seed=46  rows=12 (24.5m, eta 28m)
[ 517/1100] doe                  levy         seed=46  rows=12 (24.5m, eta 28m)
[ 518/1100] spade_cf_m0          levy         seed=47  rows=12 (24.5m, eta 28m)
[ 519/1100] spade_cf_m4          levy         seed=47  rows=12 (24.6m, eta 28m)
[ 520/1100] spade_cf_m8          levy         seed=47  rows=12 (24.6m, eta 27m)
[ 521/1100] spade_plate1_only    levy         seed=47  rows=12 (24.6m, eta 27m)
[ 522/1100] spade_random_plate2  levy         seed=47  rows=12 (24.7m, eta 27m)
[ 523/1100] sobol                levy         seed=47  rows=12 (24.7m, eta 27m)
[ 524/1100] lhs                  levy         seed=47  rows=12 (24.7m, eta 27m)
[ 525/1100] random               levy         seed=47  rows=12 (24.7m, eta 27m)
[ 526/1100] qlognei              levy         seed=47  rows=12 (24.9m, eta 27m)
[ 527/1100] qlogei               levy         seed=47  rows=12 (25.0m, eta 27m)
[ 528/1100] doe                  levy         seed=47  rows=12 (25.0m, eta 27m)
[ 529/1100] spade_cf_m0          levy         seed=48  rows=12 (25.1m, eta 27m)
[ 530/1100] spade_cf_m4          levy         seed=48  rows=12 (25.1m, eta 27m)
[ 531/1100] spade_cf_m8          levy         seed=48  rows=12 (25.1m, eta 27m)
[ 532/1100] spade_plate1_only    levy         seed=48  rows=12 (25.2m, eta 27m)
[ 533/1100] spade_random_plate2  levy         seed=48  rows=12 (25.2m, eta 27m)
[ 534/1100] sobol                levy         seed=48  rows=12 (25.2m, eta 27m)
[ 535/1100] lhs                  levy         seed=48  rows=12 (25.3m, eta 27m)
[ 536/1100] random               levy         seed=48  rows=12 (25.3m, eta 27m)
[ 537/1100] qlognei              levy         seed=48  rows=12 (25.4m, eta 27m)
[ 538/1100] qlogei               levy         seed=48  rows=12 (25.5m, eta 27m)
[ 539/1100] doe                  levy         seed=48  rows=12 (25.5m, eta 27m)
[ 540/1100] spade_cf_m0          levy         seed=49  rows=12 (25.6m, eta 27m)
[ 541/1100] spade_cf_m4          levy         seed=49  rows=12 (25.6m, eta 26m)
[ 542/1100] spade_cf_m8          levy         seed=49  rows=12 (25.7m, eta 26m)
[ 543/1100] spade_plate1_only    levy         seed=49  rows=12 (25.7m, eta 26m)
[ 544/1100] spade_random_plate2  levy         seed=49  rows=12 (25.7m, eta 26m)
[ 545/1100] sobol                levy         seed=49  rows=12 (25.8m, eta 26m)
[ 546/1100] lhs                  levy         seed=49  rows=12 (25.8m, eta 26m)
[ 547/1100] random               levy         seed=49  rows=12 (25.8m, eta 26m)
[ 548/1100] qlognei              levy         seed=49  rows=12 (26.0m, eta 26m)
[ 549/1100] qlogei               levy         seed=49  rows=12 (26.1m, eta 26m)
[ 550/1100] doe                  levy         seed=49  rows=12 (26.1m, eta 26m)
[ 551/1100] spade_cf_m0          levy         seed=50  rows=12 (26.2m, eta 26m)
[ 552/1100] spade_cf_m4          levy         seed=50  rows=12 (26.2m, eta 26m)
[ 553/1100] spade_cf_m8          levy         seed=50  rows=12 (26.2m, eta 26m)
[ 554/1100] spade_plate1_only    levy         seed=50  rows=12 (26.3m, eta 26m)
[ 555/1100] spade_random_plate2  levy         seed=50  rows=12 (26.3m, eta 26m)
[ 556/1100] sobol                levy         seed=50  rows=12 (26.3m, eta 26m)
[ 557/1100] lhs                  levy         seed=50  rows=12 (26.3m, eta 26m)
[ 558/1100] random               levy         seed=50  rows=12 (26.4m, eta 26m)
[ 559/1100] qlognei              levy         seed=50  rows=12 (26.5m, eta 26m)
[ 560/1100] qlogei               levy         seed=50  rows=12 (26.6m, eta 26m)
[ 561/1100] doe                  levy         seed=50  rows=12 (26.6m, eta 26m)
[ 562/1100] spade_cf_m0          levy         seed=51  rows=12 (26.7m, eta 26m)
[ 563/1100] spade_cf_m4          levy         seed=51  rows=12 (26.7m, eta 25m)
[ 564/1100] spade_cf_m8          levy         seed=51  rows=12 (26.7m, eta 25m)
[ 565/1100] spade_plate1_only    levy         seed=51  rows=12 (26.8m, eta 25m)
[ 566/1100] spade_random_plate2  levy         seed=51  rows=12 (26.8m, eta 25m)
[ 567/1100] sobol                levy         seed=51  rows=12 (26.8m, eta 25m)
[ 568/1100] lhs                  levy         seed=51  rows=12 (26.9m, eta 25m)
[ 569/1100] random               levy         seed=51  rows=12 (26.9m, eta 25m)
[ 570/1100] qlognei              levy         seed=51  rows=12 (27.0m, eta 25m)
[ 571/1100] qlogei               levy         seed=51  rows=12 (27.2m, eta 25m)
[ 572/1100] doe                  levy         seed=51  rows=12 (27.2m, eta 25m)
[ 573/1100] spade_cf_m0          levy         seed=52  rows=12 (27.2m, eta 25m)
[ 574/1100] spade_cf_m4          levy         seed=52  rows=12 (27.3m, eta 25m)
[ 575/1100] spade_cf_m8          levy         seed=52  rows=12 (27.3m, eta 25m)
[ 576/1100] spade_plate1_only    levy         seed=52  rows=12 (27.3m, eta 25m)
[ 577/1100] spade_random_plate2  levy         seed=52  rows=12 (27.4m, eta 25m)
[ 578/1100] sobol                levy         seed=52  rows=12 (27.4m, eta 25m)
[ 579/1100] lhs                  levy         seed=52  rows=12 (27.4m, eta 25m)
[ 580/1100] random               levy         seed=52  rows=12 (27.4m, eta 25m)
[ 581/1100] qlognei              levy         seed=52  rows=12 (27.6m, eta 25m)
[ 582/1100] qlogei               levy         seed=52  rows=12 (27.7m, eta 25m)
[ 583/1100] doe                  levy         seed=52  rows=12 (27.7m, eta 25m)
[ 584/1100] spade_cf_m0          levy         seed=53  rows=12 (27.7m, eta 25m)
[ 585/1100] spade_cf_m4          levy         seed=53  rows=12 (27.8m, eta 24m)
[ 586/1100] spade_cf_m8          levy         seed=53  rows=12 (27.8m, eta 24m)
[ 587/1100] spade_plate1_only    levy         seed=53  rows=12 (27.8m, eta 24m)
[ 588/1100] spade_random_plate2  levy         seed=53  rows=12 (27.9m, eta 24m)
[ 589/1100] sobol                levy         seed=53  rows=12 (27.9m, eta 24m)
[ 590/1100] lhs                  levy         seed=53  rows=12 (27.9m, eta 24m)
[ 591/1100] random               levy         seed=53  rows=12 (28.0m, eta 24m)
[ 592/1100] qlognei              levy         seed=53  rows=12 (28.1m, eta 24m)
[ 593/1100] qlogei               levy         seed=53  rows=12 (28.3m, eta 24m)
[ 594/1100] doe                  levy         seed=53  rows=12 (28.3m, eta 24m)
[ 595/1100] spade_cf_m0          levy         seed=54  rows=12 (28.3m, eta 24m)
[ 596/1100] spade_cf_m4          levy         seed=54  rows=12 (28.4m, eta 24m)
[ 597/1100] spade_cf_m8          levy         seed=54  rows=12 (28.4m, eta 24m)
[ 598/1100] spade_plate1_only    levy         seed=54  rows=12 (28.4m, eta 24m)
[ 599/1100] spade_random_plate2  levy         seed=54  rows=12 (28.4m, eta 24m)
[ 600/1100] sobol                levy         seed=54  rows=12 (28.5m, eta 24m)
[ 601/1100] lhs                  levy         seed=54  rows=12 (28.5m, eta 24m)
[ 602/1100] random               levy         seed=54  rows=12 (28.5m, eta 24m)
[ 603/1100] qlognei              levy         seed=54  rows=12 (28.7m, eta 24m)
[ 604/1100] qlogei               levy         seed=54  rows=12 (28.8m, eta 24m)
[ 605/1100] doe                  levy         seed=54  rows=12 (28.8m, eta 24m)
[ 606/1100] spade_cf_m0          levy         seed=55  rows=12 (28.8m, eta 24m)
[ 607/1100] spade_cf_m4          levy         seed=55  rows=12 (28.9m, eta 23m)
[ 608/1100] spade_cf_m8          levy         seed=55  rows=12 (28.9m, eta 23m)
[ 609/1100] spade_plate1_only    levy         seed=55  rows=12 (29.0m, eta 23m)
[ 610/1100] spade_random_plate2  levy         seed=55  rows=12 (29.0m, eta 23m)
