spade-final-2026-08-23 · C3 · hartmann6 d=6 sigma=0.25 · tier=primary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[ 310/1100] spade_cf_m4          hartmann6    seed=28  rows=12 (16.4m, eta 42m)
[ 311/1100] spade_cf_m8          hartmann6    seed=28  rows=12 (16.5m, eta 42m)
[ 312/1100] spade_plate1_only    hartmann6    seed=28  rows=12 (16.5m, eta 42m)
[ 313/1100] spade_random_plate2  hartmann6    seed=28  rows=12 (16.5m, eta 42m)
[ 314/1100] sobol                hartmann6    seed=28  rows=12 (16.5m, eta 41m)
[ 315/1100] lhs                  hartmann6    seed=28  rows=12 (16.6m, eta 41m)
[ 316/1100] random               hartmann6    seed=28  rows=12 (16.6m, eta 41m)
[ 317/1100] qlognei              hartmann6    seed=28  rows=12 (16.7m, eta 41m)
[ 318/1100] qlogei               hartmann6    seed=28  rows=12 (16.9m, eta 41m)
[ 319/1100] doe                  hartmann6    seed=28  rows=12 (16.9m, eta 41m)
[ 320/1100] spade_cf_m0          hartmann6    seed=29  rows=12 (16.9m, eta 41m)
[ 321/1100] spade_cf_m4          hartmann6    seed=29  rows=12 (16.9m, eta 41m)
[ 322/1100] spade_cf_m8          hartmann6    seed=29  rows=12 (17.0m, eta 41m)
[ 323/1100] spade_plate1_only    hartmann6    seed=29  rows=12 (17.0m, eta 41m)
[ 324/1100] spade_random_plate2  hartmann6    seed=29  rows=12 (17.0m, eta 41m)
[ 325/1100] sobol                hartmann6    seed=29  rows=12 (17.1m, eta 41m)
[ 326/1100] lhs                  hartmann6    seed=29  rows=12 (17.1m, eta 41m)
[ 327/1100] random               hartmann6    seed=29  rows=12 (17.1m, eta 40m)
[ 328/1100] qlognei              hartmann6    seed=29  rows=12 (17.3m, eta 41m)
[ 329/1100] qlogei               hartmann6    seed=29  rows=12 (17.4m, eta 41m)
[ 330/1100] doe                  hartmann6    seed=29  rows=12 (17.5m, eta 41m)
[ 331/1100] spade_cf_m0          hartmann6    seed=30  rows=12 (17.5m, eta 41m)
[ 332/1100] spade_cf_m4          hartmann6    seed=30  rows=12 (17.5m, eta 41m)
[ 333/1100] spade_cf_m8          hartmann6    seed=30  rows=12 (17.5m, eta 40m)
[ 334/1100] spade_plate1_only    hartmann6    seed=30  rows=12 (17.6m, eta 40m)
[ 335/1100] spade_random_plate2  hartmann6    seed=30  rows=12 (17.6m, eta 40m)
[ 336/1100] sobol                hartmann6    seed=30  rows=12 (17.6m, eta 40m)
[ 337/1100] lhs                  hartmann6    seed=30  rows=12 (17.6m, eta 40m)
[ 338/1100] random               hartmann6    seed=30  rows=12 (17.7m, eta 40m)
[ 339/1100] qlognei              hartmann6    seed=30  rows=12 (17.8m, eta 40m)
[ 340/1100] qlogei               hartmann6    seed=30  rows=12 (17.9m, eta 40m)
[ 341/1100] doe                  hartmann6    seed=30  rows=12 (18.0m, eta 40m)
[ 342/1100] spade_cf_m0          hartmann6    seed=31  rows=12 (18.0m, eta 40m)
[ 343/1100] spade_cf_m4          hartmann6    seed=31  rows=12 (18.0m, eta 40m)
[ 344/1100] spade_cf_m8          hartmann6    seed=31  rows=12 (18.0m, eta 40m)
[ 345/1100] spade_plate1_only    hartmann6    seed=31  rows=12 (18.1m, eta 40m)
[ 346/1100] spade_random_plate2  hartmann6    seed=31  rows=12 (18.1m, eta 39m)
[ 347/1100] sobol                hartmann6    seed=31  rows=12 (18.1m, eta 39m)
[ 348/1100] lhs                  hartmann6    seed=31  rows=12 (18.1m, eta 39m)
[ 349/1100] random               hartmann6    seed=31  rows=12 (18.2m, eta 39m)
[ 350/1100] qlognei              hartmann6    seed=31  rows=12 (18.3m, eta 39m)
[ 351/1100] qlogei               hartmann6    seed=31  rows=12 (18.5m, eta 39m)
[ 352/1100] doe                  hartmann6    seed=31  rows=12 (18.5m, eta 39m)
[ 353/1100] spade_cf_m0          hartmann6    seed=32  rows=12 (18.5m, eta 39m)
[ 354/1100] spade_cf_m4          hartmann6    seed=32  rows=12 (18.6m, eta 39m)
[ 355/1100] spade_cf_m8          hartmann6    seed=32  rows=12 (18.6m, eta 39m)
[ 356/1100] spade_plate1_only    hartmann6    seed=32  rows=12 (18.6m, eta 39m)
[ 357/1100] spade_random_plate2  hartmann6    seed=32  rows=12 (18.7m, eta 39m)
[ 358/1100] sobol                hartmann6    seed=32  rows=12 (18.7m, eta 39m)
[ 359/1100] lhs                  hartmann6    seed=32  rows=12 (18.7m, eta 39m)
[ 360/1100] random               hartmann6    seed=32  rows=12 (18.7m, eta 39m)
[ 361/1100] qlognei              hartmann6    seed=32  rows=12 (18.9m, eta 39m)
[ 362/1100] qlogei               hartmann6    seed=32  rows=12 (19.0m, eta 39m)
[ 363/1100] doe                  hartmann6    seed=32  rows=12 (19.1m, eta 39m)
[ 364/1100] spade_cf_m0          hartmann6    seed=33  rows=12 (19.1m, eta 39m)
[ 365/1100] spade_cf_m4          hartmann6    seed=33  rows=12 (19.1m, eta 39m)
[ 366/1100] spade_cf_m8          hartmann6    seed=33  rows=12 (19.2m, eta 38m)
[ 367/1100] spade_plate1_only    hartmann6    seed=33  rows=12 (19.2m, eta 38m)
[ 368/1100] spade_random_plate2  hartmann6    seed=33  rows=12 (19.2m, eta 38m)
[ 369/1100] sobol                hartmann6    seed=33  rows=12 (19.3m, eta 38m)
[ 370/1100] lhs                  hartmann6    seed=33  rows=12 (19.3m, eta 38m)
[ 371/1100] random               hartmann6    seed=33  rows=12 (19.3m, eta 38m)
[ 372/1100] qlognei              hartmann6    seed=33  rows=12 (19.4m, eta 38m)
[ 373/1100] qlogei               hartmann6    seed=33  rows=12 (19.5m, eta 38m)
[ 374/1100] doe                  hartmann6    seed=33  rows=12 (19.6m, eta 38m)
[ 375/1100] spade_cf_m0          hartmann6    seed=34  rows=12 (19.6m, eta 38m)
[ 376/1100] spade_cf_m4          hartmann6    seed=34  rows=12 (19.6m, eta 38m)
[ 377/1100] spade_cf_m8          hartmann6    seed=34  rows=12 (19.7m, eta 38m)
[ 378/1100] spade_plate1_only    hartmann6    seed=34  rows=12 (19.7m, eta 38m)
[ 379/1100] spade_random_plate2  hartmann6    seed=34  rows=12 (19.7m, eta 38m)
[ 380/1100] sobol                hartmann6    seed=34  rows=12 (19.7m, eta 37m)
[ 381/1100] lhs                  hartmann6    seed=34  rows=12 (19.8m, eta 37m)
[ 382/1100] random               hartmann6    seed=34  rows=12 (19.8m, eta 37m)
[ 383/1100] qlognei              hartmann6    seed=34  rows=12 (19.9m, eta 37m)
[ 384/1100] qlogei               hartmann6    seed=34  rows=12 (20.0m, eta 37m)
[ 385/1100] doe                  hartmann6    seed=34  rows=12 (20.1m, eta 37m)
[ 386/1100] spade_cf_m0          hartmann6    seed=35  rows=12 (20.1m, eta 37m)
[ 387/1100] spade_cf_m4          hartmann6    seed=35  rows=12 (20.1m, eta 37m)
[ 388/1100] spade_cf_m8          hartmann6    seed=35  rows=12 (20.2m, eta 37m)
[ 389/1100] spade_plate1_only    hartmann6    seed=35  rows=12 (20.2m, eta 37m)
[ 390/1100] spade_random_plate2  hartmann6    seed=35  rows=12 (20.2m, eta 37m)
[ 391/1100] sobol                hartmann6    seed=35  rows=12 (20.2m, eta 37m)
[ 392/1100] lhs                  hartmann6    seed=35  rows=12 (20.3m, eta 37m)
[ 393/1100] random               hartmann6    seed=35  rows=12 (20.3m, eta 36m)
[ 394/1100] qlognei              hartmann6    seed=35  rows=12 (20.4m, eta 37m)
[ 395/1100] qlogei               hartmann6    seed=35  rows=12 (20.6m, eta 37m)
[ 396/1100] doe                  hartmann6    seed=35  rows=12 (20.6m, eta 37m)
[ 397/1100] spade_cf_m0          hartmann6    seed=36  rows=12 (20.6m, eta 37m)
[ 398/1100] spade_cf_m4          hartmann6    seed=36  rows=12 (20.7m, eta 36m)
[ 399/1100] spade_cf_m8          hartmann6    seed=36  rows=12 (20.7m, eta 36m)
[ 400/1100] spade_plate1_only    hartmann6    seed=36  rows=12 (20.7m, eta 36m)
[ 401/1100] spade_random_plate2  hartmann6    seed=36  rows=12 (20.8m, eta 36m)
[ 402/1100] sobol                hartmann6    seed=36  rows=12 (20.8m, eta 36m)
[ 403/1100] lhs                  hartmann6    seed=36  rows=12 (20.8m, eta 36m)
[ 404/1100] random               hartmann6    seed=36  rows=12 (20.8m, eta 36m)
[ 405/1100] qlognei              hartmann6    seed=36  rows=12 (21.0m, eta 36m)
[ 406/1100] qlogei               hartmann6    seed=36  rows=12 (21.0m, eta 36m)
[ 407/1100] doe                  hartmann6    seed=36  rows=12 (21.1m, eta 36m)
[ 408/1100] spade_cf_m0          hartmann6    seed=37  rows=12 (21.1m, eta 36m)
[ 409/1100] spade_cf_m4          hartmann6    seed=37  rows=12 (21.1m, eta 36m)
[ 410/1100] spade_cf_m8          hartmann6    seed=37  rows=12 (21.1m, eta 36m)
[ 411/1100] spade_plate1_only    hartmann6    seed=37  rows=12 (21.2m, eta 35m)
[ 412/1100] spade_random_plate2  hartmann6    seed=37  rows=12 (21.2m, eta 35m)
[ 413/1100] sobol                hartmann6    seed=37  rows=12 (21.2m, eta 35m)
[ 414/1100] lhs                  hartmann6    seed=37  rows=12 (21.3m, eta 35m)
[ 415/1100] random               hartmann6    seed=37  rows=12 (21.3m, eta 35m)
[ 416/1100] qlognei              hartmann6    seed=37  rows=12 (21.4m, eta 35m)
[ 417/1100] qlogei               hartmann6    seed=37  rows=12 (21.5m, eta 35m)
[ 418/1100] doe                  hartmann6    seed=37  rows=12 (21.5m, eta 35m)
[ 419/1100] spade_cf_m0          hartmann6    seed=38  rows=12 (21.6m, eta 35m)
[ 420/1100] spade_cf_m4          hartmann6    seed=38  rows=12 (21.6m, eta 35m)
[ 421/1100] spade_cf_m8          hartmann6    seed=38  rows=12 (21.6m, eta 35m)
[ 422/1100] spade_plate1_only    hartmann6    seed=38  rows=12 (21.7m, eta 35m)
[ 423/1100] spade_random_plate2  hartmann6    seed=38  rows=12 (21.7m, eta 35m)
[ 424/1100] sobol                hartmann6    seed=38  rows=12 (21.7m, eta 35m)
[ 425/1100] lhs                  hartmann6    seed=38  rows=12 (21.8m, eta 35m)
[ 426/1100] random               hartmann6    seed=38  rows=12 (21.8m, eta 34m)
[ 427/1100] qlognei              hartmann6    seed=38  rows=12 (21.9m, eta 35m)
[ 428/1100] qlogei               hartmann6    seed=38  rows=12 (22.0m, eta 35m)
[ 429/1100] doe                  hartmann6    seed=38  rows=12 (22.0m, eta 34m)
[ 430/1100] spade_cf_m0          hartmann6    seed=39  rows=12 (22.1m, eta 34m)
[ 431/1100] spade_cf_m4          hartmann6    seed=39  rows=12 (22.1m, eta 34m)
[ 432/1100] spade_cf_m8          hartmann6    seed=39  rows=12 (22.1m, eta 34m)
[ 433/1100] spade_plate1_only    hartmann6    seed=39  rows=12 (22.1m, eta 34m)
[ 434/1100] spade_random_plate2  hartmann6    seed=39  rows=12 (22.2m, eta 34m)
[ 435/1100] sobol                hartmann6    seed=39  rows=12 (22.2m, eta 34m)
[ 436/1100] lhs                  hartmann6    seed=39  rows=12 (22.2m, eta 34m)
[ 437/1100] random               hartmann6    seed=39  rows=12 (22.2m, eta 34m)
[ 438/1100] qlognei              hartmann6    seed=39  rows=12 (22.4m, eta 34m)
[ 439/1100] qlogei               hartmann6    seed=39  rows=12 (22.5m, eta 34m)
[ 440/1100] doe                  hartmann6    seed=39  rows=12 (22.5m, eta 34m)
[ 441/1100] spade_cf_m0          hartmann6    seed=40  rows=12 (22.5m, eta 34m)
[ 442/1100] spade_cf_m4          hartmann6    seed=40  rows=12 (22.6m, eta 34m)
[ 443/1100] spade_cf_m8          hartmann6    seed=40  rows=12 (22.6m, eta 34m)
[ 444/1100] spade_plate1_only    hartmann6    seed=40  rows=12 (22.6m, eta 33m)
[ 445/1100] spade_random_plate2  hartmann6    seed=40  rows=12 (22.7m, eta 33m)
[ 446/1100] sobol                hartmann6    seed=40  rows=12 (22.7m, eta 33m)
[ 447/1100] lhs                  hartmann6    seed=40  rows=12 (22.7m, eta 33m)
[ 448/1100] random               hartmann6    seed=40  rows=12 (22.7m, eta 33m)
[ 449/1100] qlognei              hartmann6    seed=40  rows=12 (22.9m, eta 33m)
[ 450/1100] qlogei               hartmann6    seed=40  rows=12 (23.0m, eta 33m)
[ 451/1100] doe                  hartmann6    seed=40  rows=12 (23.1m, eta 33m)
[ 452/1100] spade_cf_m0          hartmann6    seed=41  rows=12 (23.1m, eta 33m)
[ 453/1100] spade_cf_m4          hartmann6    seed=41  rows=12 (23.1m, eta 33m)
[ 454/1100] spade_cf_m8          hartmann6    seed=41  rows=12 (23.1m, eta 33m)
[ 455/1100] spade_plate1_only    hartmann6    seed=41  rows=12 (23.2m, eta 33m)
[ 456/1100] spade_random_plate2  hartmann6    seed=41  rows=12 (23.2m, eta 33m)
[ 457/1100] sobol                hartmann6    seed=41  rows=12 (23.2m, eta 33m)
[ 458/1100] lhs                  hartmann6    seed=41  rows=12 (23.2m, eta 33m)
[ 459/1100] random               hartmann6    seed=41  rows=12 (23.3m, eta 32m)
[ 460/1100] qlognei              hartmann6    seed=41  rows=12 (23.4m, eta 33m)
[ 461/1100] qlogei               hartmann6    seed=41  rows=12 (23.5m, eta 33m)
[ 462/1100] doe                  hartmann6    seed=41  rows=12 (23.5m, eta 32m)
[ 463/1100] spade_cf_m0          hartmann6    seed=42  rows=12 (23.6m, eta 32m)
[ 464/1100] spade_cf_m4          hartmann6    seed=42  rows=12 (23.6m, eta 32m)
[ 465/1100] spade_cf_m8          hartmann6    seed=42  rows=12 (23.6m, eta 32m)
[ 466/1100] spade_plate1_only    hartmann6    seed=42  rows=12 (23.6m, eta 32m)
[ 467/1100] spade_random_plate2  hartmann6    seed=42  rows=12 (23.7m, eta 32m)
[ 468/1100] sobol                hartmann6    seed=42  rows=12 (23.7m, eta 32m)
[ 469/1100] lhs                  hartmann6    seed=42  rows=12 (23.7m, eta 32m)
[ 470/1100] random               hartmann6    seed=42  rows=12 (23.7m, eta 32m)
[ 471/1100] qlognei              hartmann6    seed=42  rows=12 (23.9m, eta 32m)
[ 472/1100] qlogei               hartmann6    seed=42  rows=12 (24.0m, eta 32m)
[ 473/1100] doe                  hartmann6    seed=42  rows=12 (24.1m, eta 32m)
[ 474/1100] spade_cf_m0          hartmann6    seed=43  rows=12 (24.1m, eta 32m)
[ 475/1100] spade_cf_m4          hartmann6    seed=43  rows=12 (24.1m, eta 32m)
[ 476/1100] spade_cf_m8          hartmann6    seed=43  rows=12 (24.2m, eta 32m)
[ 477/1100] spade_plate1_only    hartmann6    seed=43  rows=12 (24.2m, eta 32m)
[ 478/1100] spade_random_plate2  hartmann6    seed=43  rows=12 (24.2m, eta 32m)
[ 479/1100] sobol                hartmann6    seed=43  rows=12 (24.3m, eta 31m)
[ 480/1100] lhs                  hartmann6    seed=43  rows=12 (24.3m, eta 31m)
[ 481/1100] random               hartmann6    seed=43  rows=12 (24.3m, eta 31m)
[ 482/1100] qlognei              hartmann6    seed=43  rows=12 (24.5m, eta 31m)
[ 483/1100] qlogei               hartmann6    seed=43  rows=12 (24.6m, eta 31m)
[ 484/1100] doe                  hartmann6    seed=43  rows=12 (24.6m, eta 31m)
[ 485/1100] spade_cf_m0          hartmann6    seed=44  rows=12 (24.7m, eta 31m)
[ 486/1100] spade_cf_m4          hartmann6    seed=44  rows=12 (24.7m, eta 31m)
[ 487/1100] spade_cf_m8          hartmann6    seed=44  rows=12 (24.7m, eta 31m)
[ 488/1100] spade_plate1_only    hartmann6    seed=44  rows=12 (24.8m, eta 31m)
[ 489/1100] spade_random_plate2  hartmann6    seed=44  rows=12 (24.8m, eta 31m)
[ 490/1100] sobol                hartmann6    seed=44  rows=12 (24.8m, eta 31m)
[ 491/1100] lhs                  hartmann6    seed=44  rows=12 (24.8m, eta 31m)
[ 492/1100] random               hartmann6    seed=44  rows=12 (24.9m, eta 31m)
[ 493/1100] qlognei              hartmann6    seed=44  rows=12 (25.0m, eta 31m)
[ 494/1100] qlogei               hartmann6    seed=44  rows=12 (25.1m, eta 31m)
[ 495/1100] doe                  hartmann6    seed=44  rows=12 (25.1m, eta 31m)
[ 496/1100] spade_cf_m0          hartmann6    seed=45  rows=12 (25.2m, eta 31m)
[ 497/1100] spade_cf_m4          hartmann6    seed=45  rows=12 (25.2m, eta 31m)
[ 498/1100] spade_cf_m8          hartmann6    seed=45  rows=12 (25.2m, eta 30m)
[ 499/1100] spade_plate1_only    hartmann6    seed=45  rows=12 (25.2m, eta 30m)
[ 500/1100] spade_random_plate2  hartmann6    seed=45  rows=12 (25.3m, eta 30m)
[ 501/1100] sobol                hartmann6    seed=45  rows=12 (25.3m, eta 30m)
[ 502/1100] lhs                  hartmann6    seed=45  rows=12 (25.3m, eta 30m)
[ 503/1100] random               hartmann6    seed=45  rows=12 (25.4m, eta 30m)
[ 504/1100] qlognei              hartmann6    seed=45  rows=12 (25.5m, eta 30m)
[ 505/1100] qlogei               hartmann6    seed=45  rows=12 (25.7m, eta 30m)
[ 506/1100] doe                  hartmann6    seed=45  rows=12 (25.7m, eta 30m)
[ 507/1100] spade_cf_m0          hartmann6    seed=46  rows=12 (25.7m, eta 30m)
[ 508/1100] spade_cf_m4          hartmann6    seed=46  rows=12 (25.7m, eta 30m)
[ 509/1100] spade_cf_m8          hartmann6    seed=46  rows=12 (25.8m, eta 30m)
[ 510/1100] spade_plate1_only    hartmann6    seed=46  rows=12 (25.8m, eta 30m)
[ 511/1100] spade_random_plate2  hartmann6    seed=46  rows=12 (25.8m, eta 30m)
[ 512/1100] sobol                hartmann6    seed=46  rows=12 (25.8m, eta 30m)
[ 513/1100] lhs                  hartmann6    seed=46  rows=12 (25.9m, eta 30m)
[ 514/1100] random               hartmann6    seed=46  rows=12 (25.9m, eta 30m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 515/1100] qlognei              hartmann6    seed=46  rows=12 (26.0m, eta 30m)
[ 516/1100] qlogei               hartmann6    seed=46  rows=12 (26.1m, eta 30m)
[ 517/1100] doe                  hartmann6    seed=46  rows=12 (26.2m, eta 30m)
[ 518/1100] spade_cf_m0          hartmann6    seed=47  rows=12 (26.2m, eta 29m)
[ 519/1100] spade_cf_m4          hartmann6    seed=47  rows=12 (26.2m, eta 29m)
[ 520/1100] spade_cf_m8          hartmann6    seed=47  rows=12 (26.3m, eta 29m)
[ 521/1100] spade_plate1_only    hartmann6    seed=47  rows=12 (26.3m, eta 29m)
[ 522/1100] spade_random_plate2  hartmann6    seed=47  rows=12 (26.3m, eta 29m)
[ 523/1100] sobol                hartmann6    seed=47  rows=12 (26.3m, eta 29m)
[ 524/1100] lhs                  hartmann6    seed=47  rows=12 (26.3m, eta 29m)
[ 525/1100] random               hartmann6    seed=47  rows=12 (26.4m, eta 29m)
[ 526/1100] qlognei              hartmann6    seed=47  rows=12 (26.5m, eta 29m)
[ 527/1100] qlogei               hartmann6    seed=47  rows=12 (26.7m, eta 29m)
[ 528/1100] doe                  hartmann6    seed=47  rows=12 (26.7m, eta 29m)
[ 529/1100] spade_cf_m0          hartmann6    seed=48  rows=12 (26.7m, eta 29m)
[ 530/1100] spade_cf_m4          hartmann6    seed=48  rows=12 (26.8m, eta 29m)
[ 531/1100] spade_cf_m8          hartmann6    seed=48  rows=12 (26.8m, eta 29m)
[ 532/1100] spade_plate1_only    hartmann6    seed=48  rows=12 (26.8m, eta 29m)
[ 533/1100] spade_random_plate2  hartmann6    seed=48  rows=12 (26.8m, eta 29m)
[ 534/1100] sobol                hartmann6    seed=48  rows=12 (26.9m, eta 28m)
[ 535/1100] lhs                  hartmann6    seed=48  rows=12 (26.9m, eta 28m)
[ 536/1100] random               hartmann6    seed=48  rows=12 (26.9m, eta 28m)
[ 537/1100] qlognei              hartmann6    seed=48  rows=12 (27.1m, eta 28m)
[ 538/1100] qlogei               hartmann6    seed=48  rows=12 (27.2m, eta 28m)
[ 539/1100] doe                  hartmann6    seed=48  rows=12 (27.2m, eta 28m)
[ 540/1100] spade_cf_m0          hartmann6    seed=49  rows=12 (27.2m, eta 28m)
[ 541/1100] spade_cf_m4          hartmann6    seed=49  rows=12 (27.2m, eta 28m)
[ 542/1100] spade_cf_m8          hartmann6    seed=49  rows=12 (27.3m, eta 28m)
[ 543/1100] spade_plate1_only    hartmann6    seed=49  rows=12 (27.3m, eta 28m)
[ 544/1100] spade_random_plate2  hartmann6    seed=49  rows=12 (27.3m, eta 28m)
[ 545/1100] sobol                hartmann6    seed=49  rows=12 (27.4m, eta 28m)
[ 546/1100] lhs                  hartmann6    seed=49  rows=12 (27.4m, eta 28m)
[ 547/1100] random               hartmann6    seed=49  rows=12 (27.4m, eta 28m)
[ 548/1100] qlognei              hartmann6    seed=49  rows=12 (27.6m, eta 28m)
[ 549/1100] qlogei               hartmann6    seed=49  rows=12 (27.7m, eta 28m)
[ 550/1100] doe                  hartmann6    seed=49  rows=12 (27.7m, eta 28m)
[ 551/1100] spade_cf_m0          hartmann6    seed=50  rows=12 (27.7m, eta 28m)
[ 552/1100] spade_cf_m4          hartmann6    seed=50  rows=12 (27.8m, eta 28m)
[ 553/1100] spade_cf_m8          hartmann6    seed=50  rows=12 (27.8m, eta 27m)
[ 554/1100] spade_plate1_only    hartmann6    seed=50  rows=12 (27.8m, eta 27m)
[ 555/1100] spade_random_plate2  hartmann6    seed=50  rows=12 (27.9m, eta 27m)
[ 556/1100] sobol                hartmann6    seed=50  rows=12 (27.9m, eta 27m)
[ 557/1100] lhs                  hartmann6    seed=50  rows=12 (27.9m, eta 27m)
[ 558/1100] random               hartmann6    seed=50  rows=12 (27.9m, eta 27m)
[ 559/1100] qlognei              hartmann6    seed=50  rows=12 (28.1m, eta 27m)
[ 560/1100] qlogei               hartmann6    seed=50  rows=12 (28.2m, eta 27m)
[ 561/1100] doe                  hartmann6    seed=50  rows=12 (28.2m, eta 27m)
[ 562/1100] spade_cf_m0          hartmann6    seed=51  rows=12 (28.2m, eta 27m)
[ 563/1100] spade_cf_m4          hartmann6    seed=51  rows=12 (28.3m, eta 27m)
[ 564/1100] spade_cf_m8          hartmann6    seed=51  rows=12 (28.3m, eta 27m)
[ 565/1100] spade_plate1_only    hartmann6    seed=51  rows=12 (28.3m, eta 27m)
[ 566/1100] spade_random_plate2  hartmann6    seed=51  rows=12 (28.4m, eta 27m)
[ 567/1100] sobol                hartmann6    seed=51  rows=12 (28.4m, eta 27m)
[ 568/1100] lhs                  hartmann6    seed=51  rows=12 (28.4m, eta 27m)
[ 569/1100] random               hartmann6    seed=51  rows=12 (28.5m, eta 27m)
[ 570/1100] qlognei              hartmann6    seed=51  rows=12 (28.6m, eta 27m)
[ 571/1100] qlogei               hartmann6    seed=51  rows=12 (28.7m, eta 27m)
[ 572/1100] doe                  hartmann6    seed=51  rows=12 (28.7m, eta 27m)
[ 573/1100] spade_cf_m0          hartmann6    seed=52  rows=12 (28.8m, eta 26m)
[ 574/1100] spade_cf_m4          hartmann6    seed=52  rows=12 (28.8m, eta 26m)
[ 575/1100] spade_cf_m8          hartmann6    seed=52  rows=12 (28.8m, eta 26m)
[ 576/1100] spade_plate1_only    hartmann6    seed=52  rows=12 (28.9m, eta 26m)
[ 577/1100] spade_random_plate2  hartmann6    seed=52  rows=12 (28.9m, eta 26m)
[ 578/1100] sobol                hartmann6    seed=52  rows=12 (28.9m, eta 26m)
[ 579/1100] lhs                  hartmann6    seed=52  rows=12 (29.0m, eta 26m)
[ 580/1100] random               hartmann6    seed=52  rows=12 (29.0m, eta 26m)
[ 581/1100] qlognei              hartmann6    seed=52  rows=12 (29.2m, eta 26m)
[ 582/1100] qlogei               hartmann6    seed=52  rows=12 (29.3m, eta 26m)
[ 583/1100] doe                  hartmann6    seed=52  rows=12 (29.3m, eta 26m)
[ 584/1100] spade_cf_m0          hartmann6    seed=53  rows=12 (29.3m, eta 26m)
[ 585/1100] spade_cf_m4          hartmann6    seed=53  rows=12 (29.4m, eta 26m)
[ 586/1100] spade_cf_m8          hartmann6    seed=53  rows=12 (29.4m, eta 26m)
[ 587/1100] spade_plate1_only    hartmann6    seed=53  rows=12 (29.4m, eta 26m)
[ 588/1100] spade_random_plate2  hartmann6    seed=53  rows=12 (29.5m, eta 26m)
[ 589/1100] sobol                hartmann6    seed=53  rows=12 (29.5m, eta 26m)
[ 590/1100] lhs                  hartmann6    seed=53  rows=12 (29.5m, eta 26m)
[ 591/1100] random               hartmann6    seed=53  rows=12 (29.5m, eta 25m)
[ 592/1100] qlognei              hartmann6    seed=53  rows=12 (29.7m, eta 25m)
[ 593/1100] qlogei               hartmann6    seed=53  rows=12 (29.8m, eta 25m)
[ 594/1100] doe                  hartmann6    seed=53  rows=12 (29.8m, eta 25m)
[ 595/1100] spade_cf_m0          hartmann6    seed=54  rows=12 (29.9m, eta 25m)
[ 596/1100] spade_cf_m4          hartmann6    seed=54  rows=12 (29.9m, eta 25m)
[ 597/1100] spade_cf_m8          hartmann6    seed=54  rows=12 (29.9m, eta 25m)
[ 598/1100] spade_plate1_only    hartmann6    seed=54  rows=12 (29.9m, eta 25m)
[ 599/1100] spade_random_plate2  hartmann6    seed=54  rows=12 (30.0m, eta 25m)
[ 600/1100] sobol                hartmann6    seed=54  rows=12 (30.0m, eta 25m)
[ 601/1100] lhs                  hartmann6    seed=54  rows=12 (30.0m, eta 25m)
[ 602/1100] random               hartmann6    seed=54  rows=12 (30.1m, eta 25m)
[ 603/1100] qlognei              hartmann6    seed=54  rows=12 (30.2m, eta 25m)
[ 604/1100] qlogei               hartmann6    seed=54  rows=12 (30.3m, eta 25m)
[ 605/1100] doe                  hartmann6    seed=54  rows=12 (30.4m, eta 25m)
[ 606/1100] spade_cf_m0          hartmann6    seed=55  rows=12 (30.4m, eta 25m)
[ 607/1100] spade_cf_m4          hartmann6    seed=55  rows=12 (30.4m, eta 25m)
[ 608/1100] spade_cf_m8          hartmann6    seed=55  rows=12 (30.5m, eta 25m)
[ 609/1100] spade_plate1_only    hartmann6    seed=55  rows=12 (30.5m, eta 25m)
[ 610/1100] spade_random_plate2  hartmann6    seed=55  rows=12 (30.5m, eta 25m)
[ 611/1100] sobol                hartmann6    seed=55  rows=12 (30.5m, eta 24m)
[ 612/1100] lhs                  hartmann6    seed=55  rows=12 (30.6m, eta 24m)
[ 613/1100] random               hartmann6    seed=55  rows=12 (30.6m, eta 24m)
[ 614/1100] qlognei              hartmann6    seed=55  rows=12 (30.7m, eta 24m)
[ 615/1100] qlogei               hartmann6    seed=55  rows=12 (30.9m, eta 24m)
[ 616/1100] doe                  hartmann6    seed=55  rows=12 (30.9m, eta 24m)
[ 617/1100] spade_cf_m0          hartmann6    seed=56  rows=12 (30.9m, eta 24m)
[ 618/1100] spade_cf_m4          hartmann6    seed=56  rows=12 (30.9m, eta 24m)
[ 619/1100] spade_cf_m8          hartmann6    seed=56  rows=12 (31.0m, eta 24m)
[ 620/1100] spade_plate1_only    hartmann6    seed=56  rows=12 (31.0m, eta 24m)
[ 621/1100] spade_random_plate2  hartmann6    seed=56  rows=12 (31.0m, eta 24m)
[ 622/1100] sobol                hartmann6    seed=56  rows=12 (31.0m, eta 24m)
[ 623/1100] lhs                  hartmann6    seed=56  rows=12 (31.1m, eta 24m)
[ 624/1100] random               hartmann6    seed=56  rows=12 (31.1m, eta 24m)
