spade-final-2026-08-23 · S3 · rosenbrock d=6 sigma=0.25 · tier=secondary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[ 296/1100] qlogei               rosenbrock   seed=26  rows=12 (14.8m, eta 40m)
[ 297/1100] doe                  rosenbrock   seed=26  rows=12 (14.9m, eta 40m)
[ 298/1100] spade_cf_m0          rosenbrock   seed=27  rows=12 (14.9m, eta 40m)
[ 299/1100] spade_cf_m4          rosenbrock   seed=27  rows=12 (14.9m, eta 40m)
[ 300/1100] spade_cf_m8          rosenbrock   seed=27  rows=12 (15.0m, eta 40m)
[ 301/1100] spade_plate1_only    rosenbrock   seed=27  rows=12 (15.0m, eta 40m)
[ 302/1100] spade_random_plate2  rosenbrock   seed=27  rows=12 (15.0m, eta 40m)
[ 303/1100] sobol                rosenbrock   seed=27  rows=12 (15.1m, eta 40m)
[ 304/1100] lhs                  rosenbrock   seed=27  rows=12 (15.1m, eta 40m)
[ 305/1100] random               rosenbrock   seed=27  rows=12 (15.1m, eta 39m)
[ 306/1100] qlognei              rosenbrock   seed=27  rows=12 (15.2m, eta 39m)
[ 307/1100] qlogei               rosenbrock   seed=27  rows=12 (15.3m, eta 40m)
[ 308/1100] doe                  rosenbrock   seed=27  rows=12 (15.4m, eta 40m)
[ 309/1100] spade_cf_m0          rosenbrock   seed=28  rows=12 (15.4m, eta 39m)
[ 310/1100] spade_cf_m4          rosenbrock   seed=28  rows=12 (15.4m, eta 39m)
[ 311/1100] spade_cf_m8          rosenbrock   seed=28  rows=12 (15.5m, eta 39m)
[ 312/1100] spade_plate1_only    rosenbrock   seed=28  rows=12 (15.5m, eta 39m)
[ 313/1100] spade_random_plate2  rosenbrock   seed=28  rows=12 (15.5m, eta 39m)
[ 314/1100] sobol                rosenbrock   seed=28  rows=12 (15.6m, eta 39m)
[ 315/1100] lhs                  rosenbrock   seed=28  rows=12 (15.6m, eta 39m)
[ 316/1100] random               rosenbrock   seed=28  rows=12 (15.6m, eta 39m)
[ 317/1100] qlognei              rosenbrock   seed=28  rows=12 (15.7m, eta 39m)
[ 318/1100] qlogei               rosenbrock   seed=28  rows=12 (15.8m, eta 39m)
[ 319/1100] doe                  rosenbrock   seed=28  rows=12 (15.8m, eta 39m)
[ 320/1100] spade_cf_m0          rosenbrock   seed=29  rows=12 (15.9m, eta 39m)
[ 321/1100] spade_cf_m4          rosenbrock   seed=29  rows=12 (15.9m, eta 39m)
[ 322/1100] spade_cf_m8          rosenbrock   seed=29  rows=12 (15.9m, eta 39m)
[ 323/1100] spade_plate1_only    rosenbrock   seed=29  rows=12 (16.0m, eta 38m)
[ 324/1100] spade_random_plate2  rosenbrock   seed=29  rows=12 (16.0m, eta 38m)
[ 325/1100] sobol                rosenbrock   seed=29  rows=12 (16.0m, eta 38m)
[ 326/1100] lhs                  rosenbrock   seed=29  rows=12 (16.1m, eta 38m)
[ 327/1100] random               rosenbrock   seed=29  rows=12 (16.1m, eta 38m)
[ 328/1100] qlognei              rosenbrock   seed=29  rows=12 (16.2m, eta 38m)
[ 329/1100] qlogei               rosenbrock   seed=29  rows=12 (16.3m, eta 38m)
[ 330/1100] doe                  rosenbrock   seed=29  rows=12 (16.3m, eta 38m)
[ 331/1100] spade_cf_m0          rosenbrock   seed=30  rows=12 (16.3m, eta 38m)
[ 332/1100] spade_cf_m4          rosenbrock   seed=30  rows=12 (16.4m, eta 38m)
[ 333/1100] spade_cf_m8          rosenbrock   seed=30  rows=12 (16.4m, eta 38m)
[ 334/1100] spade_plate1_only    rosenbrock   seed=30  rows=12 (16.4m, eta 38m)
[ 335/1100] spade_random_plate2  rosenbrock   seed=30  rows=12 (16.5m, eta 38m)
[ 336/1100] sobol                rosenbrock   seed=30  rows=12 (16.5m, eta 38m)
[ 337/1100] lhs                  rosenbrock   seed=30  rows=12 (16.5m, eta 37m)
[ 338/1100] random               rosenbrock   seed=30  rows=12 (16.6m, eta 37m)
[ 339/1100] qlognei              rosenbrock   seed=30  rows=12 (16.7m, eta 37m)
[ 340/1100] qlogei               rosenbrock   seed=30  rows=12 (16.8m, eta 37m)
[ 341/1100] doe                  rosenbrock   seed=30  rows=12 (16.8m, eta 37m)
[ 342/1100] spade_cf_m0          rosenbrock   seed=31  rows=12 (16.8m, eta 37m)
[ 343/1100] spade_cf_m4          rosenbrock   seed=31  rows=12 (16.9m, eta 37m)
[ 344/1100] spade_cf_m8          rosenbrock   seed=31  rows=12 (16.9m, eta 37m)
[ 345/1100] spade_plate1_only    rosenbrock   seed=31  rows=12 (16.9m, eta 37m)
[ 346/1100] spade_random_plate2  rosenbrock   seed=31  rows=12 (17.0m, eta 37m)
[ 347/1100] sobol                rosenbrock   seed=31  rows=12 (17.0m, eta 37m)
[ 348/1100] lhs                  rosenbrock   seed=31  rows=12 (17.0m, eta 37m)
[ 349/1100] random               rosenbrock   seed=31  rows=12 (17.0m, eta 37m)
[ 350/1100] qlognei              rosenbrock   seed=31  rows=12 (17.2m, eta 37m)
[ 351/1100] qlogei               rosenbrock   seed=31  rows=12 (17.2m, eta 37m)
[ 352/1100] doe                  rosenbrock   seed=31  rows=12 (17.3m, eta 37m)
[ 353/1100] spade_cf_m0          rosenbrock   seed=32  rows=12 (17.3m, eta 37m)
[ 354/1100] spade_cf_m4          rosenbrock   seed=32  rows=12 (17.3m, eta 36m)
[ 355/1100] spade_cf_m8          rosenbrock   seed=32  rows=12 (17.4m, eta 36m)
[ 356/1100] spade_plate1_only    rosenbrock   seed=32  rows=12 (17.4m, eta 36m)
[ 357/1100] spade_random_plate2  rosenbrock   seed=32  rows=12 (17.4m, eta 36m)
[ 358/1100] sobol                rosenbrock   seed=32  rows=12 (17.4m, eta 36m)
[ 359/1100] lhs                  rosenbrock   seed=32  rows=12 (17.5m, eta 36m)
[ 360/1100] random               rosenbrock   seed=32  rows=12 (17.5m, eta 36m)
[ 361/1100] qlognei              rosenbrock   seed=32  rows=12 (17.6m, eta 36m)
[ 362/1100] qlogei               rosenbrock   seed=32  rows=12 (17.8m, eta 36m)
[ 363/1100] doe                  rosenbrock   seed=32  rows=12 (17.8m, eta 36m)
[ 364/1100] spade_cf_m0          rosenbrock   seed=33  rows=12 (17.8m, eta 36m)
[ 365/1100] spade_cf_m4          rosenbrock   seed=33  rows=12 (17.9m, eta 36m)
[ 366/1100] spade_cf_m8          rosenbrock   seed=33  rows=12 (17.9m, eta 36m)
[ 367/1100] spade_plate1_only    rosenbrock   seed=33  rows=12 (17.9m, eta 36m)
[ 368/1100] spade_random_plate2  rosenbrock   seed=33  rows=12 (18.0m, eta 36m)
[ 369/1100] sobol                rosenbrock   seed=33  rows=12 (18.0m, eta 36m)
[ 370/1100] lhs                  rosenbrock   seed=33  rows=12 (18.0m, eta 36m)
[ 371/1100] random               rosenbrock   seed=33  rows=12 (18.0m, eta 35m)
[ 372/1100] qlognei              rosenbrock   seed=33  rows=12 (18.1m, eta 36m)
[ 373/1100] qlogei               rosenbrock   seed=33  rows=12 (18.3m, eta 36m)
[ 374/1100] doe                  rosenbrock   seed=33  rows=12 (18.3m, eta 36m)
[ 375/1100] spade_cf_m0          rosenbrock   seed=34  rows=12 (18.3m, eta 35m)
[ 376/1100] spade_cf_m4          rosenbrock   seed=34  rows=12 (18.4m, eta 35m)
[ 377/1100] spade_cf_m8          rosenbrock   seed=34  rows=12 (18.4m, eta 35m)
[ 378/1100] spade_plate1_only    rosenbrock   seed=34  rows=12 (18.4m, eta 35m)
[ 379/1100] spade_random_plate2  rosenbrock   seed=34  rows=12 (18.4m, eta 35m)
[ 380/1100] sobol                rosenbrock   seed=34  rows=12 (18.5m, eta 35m)
[ 381/1100] lhs                  rosenbrock   seed=34  rows=12 (18.5m, eta 35m)
[ 382/1100] random               rosenbrock   seed=34  rows=12 (18.5m, eta 35m)
[ 383/1100] qlognei              rosenbrock   seed=34  rows=12 (18.6m, eta 35m)
[ 384/1100] qlogei               rosenbrock   seed=34  rows=12 (18.7m, eta 35m)
[ 385/1100] doe                  rosenbrock   seed=34  rows=12 (18.7m, eta 35m)
[ 386/1100] spade_cf_m0          rosenbrock   seed=35  rows=12 (18.7m, eta 35m)
[ 387/1100] spade_cf_m4          rosenbrock   seed=35  rows=12 (18.8m, eta 35m)
[ 388/1100] spade_cf_m8          rosenbrock   seed=35  rows=12 (18.8m, eta 35m)
[ 389/1100] spade_plate1_only    rosenbrock   seed=35  rows=12 (18.8m, eta 34m)
[ 390/1100] spade_random_plate2  rosenbrock   seed=35  rows=12 (18.9m, eta 34m)
[ 391/1100] sobol                rosenbrock   seed=35  rows=12 (18.9m, eta 34m)
[ 392/1100] lhs                  rosenbrock   seed=35  rows=12 (18.9m, eta 34m)
[ 393/1100] random               rosenbrock   seed=35  rows=12 (19.0m, eta 34m)
[ 394/1100] qlognei              rosenbrock   seed=35  rows=12 (19.1m, eta 34m)
[ 395/1100] qlogei               rosenbrock   seed=35  rows=12 (19.1m, eta 34m)
[ 396/1100] doe                  rosenbrock   seed=35  rows=12 (19.2m, eta 34m)
[ 397/1100] spade_cf_m0          rosenbrock   seed=36  rows=12 (19.2m, eta 34m)
[ 398/1100] spade_cf_m4          rosenbrock   seed=36  rows=12 (19.2m, eta 34m)
[ 399/1100] spade_cf_m8          rosenbrock   seed=36  rows=12 (19.2m, eta 34m)
[ 400/1100] spade_plate1_only    rosenbrock   seed=36  rows=12 (19.3m, eta 34m)
[ 401/1100] spade_random_plate2  rosenbrock   seed=36  rows=12 (19.3m, eta 34m)
[ 402/1100] sobol                rosenbrock   seed=36  rows=12 (19.3m, eta 34m)
[ 403/1100] lhs                  rosenbrock   seed=36  rows=12 (19.3m, eta 33m)
[ 404/1100] random               rosenbrock   seed=36  rows=12 (19.4m, eta 33m)
[ 405/1100] qlognei              rosenbrock   seed=36  rows=12 (19.5m, eta 33m)
[ 406/1100] qlogei               rosenbrock   seed=36  rows=12 (19.5m, eta 33m)
[ 407/1100] doe                  rosenbrock   seed=36  rows=12 (19.5m, eta 33m)
[ 408/1100] spade_cf_m0          rosenbrock   seed=37  rows=12 (19.5m, eta 33m)
[ 409/1100] spade_cf_m4          rosenbrock   seed=37  rows=12 (19.6m, eta 33m)
[ 410/1100] spade_cf_m8          rosenbrock   seed=37  rows=12 (19.6m, eta 33m)
[ 411/1100] spade_plate1_only    rosenbrock   seed=37  rows=12 (19.6m, eta 33m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed on the second try, after generating a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 412/1100] spade_random_plate2  rosenbrock   seed=37  rows=12 (19.7m, eta 33m)
[ 413/1100] sobol                rosenbrock   seed=37  rows=12 (19.7m, eta 33m)
[ 414/1100] lhs                  rosenbrock   seed=37  rows=12 (19.7m, eta 33m)
[ 415/1100] random               rosenbrock   seed=37  rows=12 (19.8m, eta 33m)
[ 416/1100] qlognei              rosenbrock   seed=37  rows=12 (19.9m, eta 33m)
[ 417/1100] qlogei               rosenbrock   seed=37  rows=12 (20.0m, eta 33m)
[ 418/1100] doe                  rosenbrock   seed=37  rows=12 (20.0m, eta 33m)
[ 419/1100] spade_cf_m0          rosenbrock   seed=38  rows=12 (20.0m, eta 33m)
[ 420/1100] spade_cf_m4          rosenbrock   seed=38  rows=12 (20.1m, eta 32m)
[ 421/1100] spade_cf_m8          rosenbrock   seed=38  rows=12 (20.1m, eta 32m)
[ 422/1100] spade_plate1_only    rosenbrock   seed=38  rows=12 (20.1m, eta 32m)
[ 423/1100] spade_random_plate2  rosenbrock   seed=38  rows=12 (20.2m, eta 32m)
[ 424/1100] sobol                rosenbrock   seed=38  rows=12 (20.2m, eta 32m)
[ 425/1100] lhs                  rosenbrock   seed=38  rows=12 (20.2m, eta 32m)
[ 426/1100] random               rosenbrock   seed=38  rows=12 (20.2m, eta 32m)
[ 427/1100] qlognei              rosenbrock   seed=38  rows=12 (20.3m, eta 32m)
[ 428/1100] qlogei               rosenbrock   seed=38  rows=12 (20.4m, eta 32m)
[ 429/1100] doe                  rosenbrock   seed=38  rows=12 (20.4m, eta 32m)
[ 430/1100] spade_cf_m0          rosenbrock   seed=39  rows=12 (20.5m, eta 32m)
[ 431/1100] spade_cf_m4          rosenbrock   seed=39  rows=12 (20.5m, eta 32m)
[ 432/1100] spade_cf_m8          rosenbrock   seed=39  rows=12 (20.5m, eta 32m)
[ 433/1100] spade_plate1_only    rosenbrock   seed=39  rows=12 (20.6m, eta 32m)
[ 434/1100] spade_random_plate2  rosenbrock   seed=39  rows=12 (20.6m, eta 32m)
[ 435/1100] sobol                rosenbrock   seed=39  rows=12 (20.6m, eta 32m)
[ 436/1100] lhs                  rosenbrock   seed=39  rows=12 (20.7m, eta 31m)
[ 437/1100] random               rosenbrock   seed=39  rows=12 (20.7m, eta 31m)
[ 438/1100] qlognei              rosenbrock   seed=39  rows=12 (20.8m, eta 31m)
[ 439/1100] qlogei               rosenbrock   seed=39  rows=12 (20.9m, eta 31m)
[ 440/1100] doe                  rosenbrock   seed=39  rows=12 (20.9m, eta 31m)
[ 441/1100] spade_cf_m0          rosenbrock   seed=40  rows=12 (20.9m, eta 31m)
[ 442/1100] spade_cf_m4          rosenbrock   seed=40  rows=12 (21.0m, eta 31m)
[ 443/1100] spade_cf_m8          rosenbrock   seed=40  rows=12 (21.0m, eta 31m)
[ 444/1100] spade_plate1_only    rosenbrock   seed=40  rows=12 (21.0m, eta 31m)
[ 445/1100] spade_random_plate2  rosenbrock   seed=40  rows=12 (21.1m, eta 31m)
[ 446/1100] sobol                rosenbrock   seed=40  rows=12 (21.1m, eta 31m)
[ 447/1100] lhs                  rosenbrock   seed=40  rows=12 (21.1m, eta 31m)
[ 448/1100] random               rosenbrock   seed=40  rows=12 (21.1m, eta 31m)
[ 449/1100] qlognei              rosenbrock   seed=40  rows=12 (21.2m, eta 31m)
[ 450/1100] qlogei               rosenbrock   seed=40  rows=12 (21.3m, eta 31m)
[ 451/1100] doe                  rosenbrock   seed=40  rows=12 (21.3m, eta 31m)
[ 452/1100] spade_cf_m0          rosenbrock   seed=41  rows=12 (21.4m, eta 31m)
[ 453/1100] spade_cf_m4          rosenbrock   seed=41  rows=12 (21.4m, eta 31m)
[ 454/1100] spade_cf_m8          rosenbrock   seed=41  rows=12 (21.4m, eta 30m)
[ 455/1100] spade_plate1_only    rosenbrock   seed=41  rows=12 (21.5m, eta 30m)
[ 456/1100] spade_random_plate2  rosenbrock   seed=41  rows=12 (21.5m, eta 30m)
[ 457/1100] sobol                rosenbrock   seed=41  rows=12 (21.5m, eta 30m)
[ 458/1100] lhs                  rosenbrock   seed=41  rows=12 (21.5m, eta 30m)
[ 459/1100] random               rosenbrock   seed=41  rows=12 (21.6m, eta 30m)
[ 460/1100] qlognei              rosenbrock   seed=41  rows=12 (21.7m, eta 30m)
[ 461/1100] qlogei               rosenbrock   seed=41  rows=12 (21.7m, eta 30m)
[ 462/1100] doe                  rosenbrock   seed=41  rows=12 (21.8m, eta 30m)
[ 463/1100] spade_cf_m0          rosenbrock   seed=42  rows=12 (21.8m, eta 30m)
[ 464/1100] spade_cf_m4          rosenbrock   seed=42  rows=12 (21.8m, eta 30m)
[ 465/1100] spade_cf_m8          rosenbrock   seed=42  rows=12 (21.9m, eta 30m)
[ 466/1100] spade_plate1_only    rosenbrock   seed=42  rows=12 (21.9m, eta 30m)
[ 467/1100] spade_random_plate2  rosenbrock   seed=42  rows=12 (21.9m, eta 30m)
[ 468/1100] sobol                rosenbrock   seed=42  rows=12 (21.9m, eta 30m)
[ 469/1100] lhs                  rosenbrock   seed=42  rows=12 (22.0m, eta 30m)
[ 470/1100] random               rosenbrock   seed=42  rows=12 (22.0m, eta 29m)
[ 471/1100] qlognei              rosenbrock   seed=42  rows=12 (22.1m, eta 30m)
[ 472/1100] qlogei               rosenbrock   seed=42  rows=12 (22.2m, eta 30m)
[ 473/1100] doe                  rosenbrock   seed=42  rows=12 (22.2m, eta 29m)
[ 474/1100] spade_cf_m0          rosenbrock   seed=43  rows=12 (22.3m, eta 29m)
[ 475/1100] spade_cf_m4          rosenbrock   seed=43  rows=12 (22.3m, eta 29m)
[ 476/1100] spade_cf_m8          rosenbrock   seed=43  rows=12 (22.3m, eta 29m)
[ 477/1100] spade_plate1_only    rosenbrock   seed=43  rows=12 (22.3m, eta 29m)
[ 478/1100] spade_random_plate2  rosenbrock   seed=43  rows=12 (22.4m, eta 29m)
[ 479/1100] sobol                rosenbrock   seed=43  rows=12 (22.4m, eta 29m)
[ 480/1100] lhs                  rosenbrock   seed=43  rows=12 (22.4m, eta 29m)
[ 481/1100] random               rosenbrock   seed=43  rows=12 (22.5m, eta 29m)
[ 482/1100] qlognei              rosenbrock   seed=43  rows=12 (22.6m, eta 29m)
[ 483/1100] qlogei               rosenbrock   seed=43  rows=12 (22.7m, eta 29m)
[ 484/1100] doe                  rosenbrock   seed=43  rows=12 (22.8m, eta 29m)
[ 485/1100] spade_cf_m0          rosenbrock   seed=44  rows=12 (22.8m, eta 29m)
[ 486/1100] spade_cf_m4          rosenbrock   seed=44  rows=12 (22.8m, eta 29m)
[ 487/1100] spade_cf_m8          rosenbrock   seed=44  rows=12 (22.8m, eta 29m)
[ 488/1100] spade_plate1_only    rosenbrock   seed=44  rows=12 (22.8m, eta 29m)
[ 489/1100] spade_random_plate2  rosenbrock   seed=44  rows=12 (22.9m, eta 29m)
[ 490/1100] sobol                rosenbrock   seed=44  rows=12 (22.9m, eta 28m)
[ 491/1100] lhs                  rosenbrock   seed=44  rows=12 (22.9m, eta 28m)
[ 492/1100] random               rosenbrock   seed=44  rows=12 (22.9m, eta 28m)
[ 493/1100] qlognei              rosenbrock   seed=44  rows=12 (23.0m, eta 28m)
[ 494/1100] qlogei               rosenbrock   seed=44  rows=12 (23.1m, eta 28m)
[ 495/1100] doe                  rosenbrock   seed=44  rows=12 (23.2m, eta 28m)
[ 496/1100] spade_cf_m0          rosenbrock   seed=45  rows=12 (23.2m, eta 28m)
[ 497/1100] spade_cf_m4          rosenbrock   seed=45  rows=12 (23.2m, eta 28m)
[ 498/1100] spade_cf_m8          rosenbrock   seed=45  rows=12 (23.3m, eta 28m)
[ 499/1100] spade_plate1_only    rosenbrock   seed=45  rows=12 (23.3m, eta 28m)
[ 500/1100] spade_random_plate2  rosenbrock   seed=45  rows=12 (23.3m, eta 28m)
[ 501/1100] sobol                rosenbrock   seed=45  rows=12 (23.3m, eta 28m)
[ 502/1100] lhs                  rosenbrock   seed=45  rows=12 (23.4m, eta 28m)
[ 503/1100] random               rosenbrock   seed=45  rows=12 (23.4m, eta 28m)
[ 504/1100] qlognei              rosenbrock   seed=45  rows=12 (23.5m, eta 28m)
[ 505/1100] qlogei               rosenbrock   seed=45  rows=12 (23.5m, eta 28m)
[ 506/1100] doe                  rosenbrock   seed=45  rows=12 (23.6m, eta 28m)
[ 507/1100] spade_cf_m0          rosenbrock   seed=46  rows=12 (23.6m, eta 28m)
[ 508/1100] spade_cf_m4          rosenbrock   seed=46  rows=12 (23.6m, eta 28m)
[ 509/1100] spade_cf_m8          rosenbrock   seed=46  rows=12 (23.7m, eta 27m)
[ 510/1100] spade_plate1_only    rosenbrock   seed=46  rows=12 (23.7m, eta 27m)
[ 511/1100] spade_random_plate2  rosenbrock   seed=46  rows=12 (23.8m, eta 27m)
[ 512/1100] sobol                rosenbrock   seed=46  rows=12 (23.8m, eta 27m)
[ 513/1100] lhs                  rosenbrock   seed=46  rows=12 (23.8m, eta 27m)
[ 514/1100] random               rosenbrock   seed=46  rows=12 (23.8m, eta 27m)
[ 515/1100] qlognei              rosenbrock   seed=46  rows=12 (23.9m, eta 27m)
[ 516/1100] qlogei               rosenbrock   seed=46  rows=12 (24.1m, eta 27m)
[ 517/1100] doe                  rosenbrock   seed=46  rows=12 (24.1m, eta 27m)
[ 518/1100] spade_cf_m0          rosenbrock   seed=47  rows=12 (24.1m, eta 27m)
[ 519/1100] spade_cf_m4          rosenbrock   seed=47  rows=12 (24.2m, eta 27m)
[ 520/1100] spade_cf_m8          rosenbrock   seed=47  rows=12 (24.2m, eta 27m)
[ 521/1100] spade_plate1_only    rosenbrock   seed=47  rows=12 (24.2m, eta 27m)
[ 522/1100] spade_random_plate2  rosenbrock   seed=47  rows=12 (24.3m, eta 27m)
[ 523/1100] sobol                rosenbrock   seed=47  rows=12 (24.3m, eta 27m)
[ 524/1100] lhs                  rosenbrock   seed=47  rows=12 (24.3m, eta 27m)
[ 525/1100] random               rosenbrock   seed=47  rows=12 (24.3m, eta 27m)
[ 526/1100] qlognei              rosenbrock   seed=47  rows=12 (24.4m, eta 27m)
[ 527/1100] qlogei               rosenbrock   seed=47  rows=12 (24.5m, eta 27m)
[ 528/1100] doe                  rosenbrock   seed=47  rows=12 (24.6m, eta 27m)
[ 529/1100] spade_cf_m0          rosenbrock   seed=48  rows=12 (24.6m, eta 27m)
[ 530/1100] spade_cf_m4          rosenbrock   seed=48  rows=12 (24.6m, eta 26m)
[ 531/1100] spade_cf_m8          rosenbrock   seed=48  rows=12 (24.7m, eta 26m)
[ 532/1100] spade_plate1_only    rosenbrock   seed=48  rows=12 (24.7m, eta 26m)
[ 533/1100] spade_random_plate2  rosenbrock   seed=48  rows=12 (24.7m, eta 26m)
[ 534/1100] sobol                rosenbrock   seed=48  rows=12 (24.8m, eta 26m)
[ 535/1100] lhs                  rosenbrock   seed=48  rows=12 (24.8m, eta 26m)
[ 536/1100] random               rosenbrock   seed=48  rows=12 (24.8m, eta 26m)
[ 537/1100] qlognei              rosenbrock   seed=48  rows=12 (24.9m, eta 26m)
[ 538/1100] qlogei               rosenbrock   seed=48  rows=12 (25.0m, eta 26m)
[ 539/1100] doe                  rosenbrock   seed=48  rows=12 (25.0m, eta 26m)
[ 540/1100] spade_cf_m0          rosenbrock   seed=49  rows=12 (25.1m, eta 26m)
[ 541/1100] spade_cf_m4          rosenbrock   seed=49  rows=12 (25.1m, eta 26m)
[ 542/1100] spade_cf_m8          rosenbrock   seed=49  rows=12 (25.2m, eta 26m)
[ 543/1100] spade_plate1_only    rosenbrock   seed=49  rows=12 (25.2m, eta 26m)
[ 544/1100] spade_random_plate2  rosenbrock   seed=49  rows=12 (25.2m, eta 26m)
[ 545/1100] sobol                rosenbrock   seed=49  rows=12 (25.3m, eta 26m)
[ 546/1100] lhs                  rosenbrock   seed=49  rows=12 (25.3m, eta 26m)
[ 547/1100] random               rosenbrock   seed=49  rows=12 (25.4m, eta 26m)
[ 548/1100] qlognei              rosenbrock   seed=49  rows=12 (25.5m, eta 26m)
[ 549/1100] qlogei               rosenbrock   seed=49  rows=12 (25.6m, eta 26m)
[ 550/1100] doe                  rosenbrock   seed=49  rows=12 (25.6m, eta 26m)
[ 551/1100] spade_cf_m0          rosenbrock   seed=50  rows=12 (25.7m, eta 26m)
[ 552/1100] spade_cf_m4          rosenbrock   seed=50  rows=12 (25.7m, eta 26m)
[ 553/1100] spade_cf_m8          rosenbrock   seed=50  rows=12 (25.7m, eta 25m)
[ 554/1100] spade_plate1_only    rosenbrock   seed=50  rows=12 (25.8m, eta 25m)
[ 555/1100] spade_random_plate2  rosenbrock   seed=50  rows=12 (25.8m, eta 25m)
[ 556/1100] sobol                rosenbrock   seed=50  rows=12 (25.8m, eta 25m)
[ 557/1100] lhs                  rosenbrock   seed=50  rows=12 (25.9m, eta 25m)
[ 558/1100] random               rosenbrock   seed=50  rows=12 (25.9m, eta 25m)
[ 559/1100] qlognei              rosenbrock   seed=50  rows=12 (26.0m, eta 25m)
[ 560/1100] qlogei               rosenbrock   seed=50  rows=12 (26.0m, eta 25m)
[ 561/1100] doe                  rosenbrock   seed=50  rows=12 (26.1m, eta 25m)
[ 562/1100] spade_cf_m0          rosenbrock   seed=51  rows=12 (26.1m, eta 25m)
[ 563/1100] spade_cf_m4          rosenbrock   seed=51  rows=12 (26.1m, eta 25m)
[ 564/1100] spade_cf_m8          rosenbrock   seed=51  rows=12 (26.1m, eta 25m)
[ 565/1100] spade_plate1_only    rosenbrock   seed=51  rows=12 (26.2m, eta 25m)
[ 566/1100] spade_random_plate2  rosenbrock   seed=51  rows=12 (26.2m, eta 25m)
[ 567/1100] sobol                rosenbrock   seed=51  rows=12 (26.2m, eta 25m)
[ 568/1100] lhs                  rosenbrock   seed=51  rows=12 (26.3m, eta 25m)
[ 569/1100] random               rosenbrock   seed=51  rows=12 (26.3m, eta 25m)
[ 570/1100] qlognei              rosenbrock   seed=51  rows=12 (26.4m, eta 25m)
[ 571/1100] qlogei               rosenbrock   seed=51  rows=12 (26.5m, eta 25m)
[ 572/1100] doe                  rosenbrock   seed=51  rows=12 (26.5m, eta 24m)
[ 573/1100] spade_cf_m0          rosenbrock   seed=52  rows=12 (26.5m, eta 24m)
[ 574/1100] spade_cf_m4          rosenbrock   seed=52  rows=12 (26.6m, eta 24m)
[ 575/1100] spade_cf_m8          rosenbrock   seed=52  rows=12 (26.6m, eta 24m)
[ 576/1100] spade_plate1_only    rosenbrock   seed=52  rows=12 (26.7m, eta 24m)
[ 577/1100] spade_random_plate2  rosenbrock   seed=52  rows=12 (26.7m, eta 24m)
[ 578/1100] sobol                rosenbrock   seed=52  rows=12 (26.7m, eta 24m)
[ 579/1100] lhs                  rosenbrock   seed=52  rows=12 (26.8m, eta 24m)
[ 580/1100] random               rosenbrock   seed=52  rows=12 (26.8m, eta 24m)
[ 581/1100] qlognei              rosenbrock   seed=52  rows=12 (26.9m, eta 24m)
[ 582/1100] qlogei               rosenbrock   seed=52  rows=12 (27.0m, eta 24m)
[ 583/1100] doe                  rosenbrock   seed=52  rows=12 (27.0m, eta 24m)
[ 584/1100] spade_cf_m0          rosenbrock   seed=53  rows=12 (27.0m, eta 24m)
[ 585/1100] spade_cf_m4          rosenbrock   seed=53  rows=12 (27.0m, eta 24m)
[ 586/1100] spade_cf_m8          rosenbrock   seed=53  rows=12 (27.1m, eta 24m)
[ 587/1100] spade_plate1_only    rosenbrock   seed=53  rows=12 (27.1m, eta 24m)
[ 588/1100] spade_random_plate2  rosenbrock   seed=53  rows=12 (27.1m, eta 24m)
[ 589/1100] sobol                rosenbrock   seed=53  rows=12 (27.2m, eta 24m)
[ 590/1100] lhs                  rosenbrock   seed=53  rows=12 (27.2m, eta 24m)
[ 591/1100] random               rosenbrock   seed=53  rows=12 (27.2m, eta 23m)
[ 592/1100] qlognei              rosenbrock   seed=53  rows=12 (27.3m, eta 23m)
[ 593/1100] qlogei               rosenbrock   seed=53  rows=12 (27.4m, eta 23m)
[ 594/1100] doe                  rosenbrock   seed=53  rows=12 (27.5m, eta 23m)
[ 595/1100] spade_cf_m0          rosenbrock   seed=54  rows=12 (27.5m, eta 23m)
[ 596/1100] spade_cf_m4          rosenbrock   seed=54  rows=12 (27.5m, eta 23m)
