spade-final-2026-08-23 · C4 · hartmann6 d=8 sigma=0.25 · tier=primary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[ 315/1100] lhs                  hartmann6    seed=28  rows=12 (18.4m, eta 46m)
[ 316/1100] random               hartmann6    seed=28  rows=12 (18.4m, eta 46m)
[ 317/1100] qlognei              hartmann6    seed=28  rows=12 (18.6m, eta 46m)
[ 318/1100] qlogei               hartmann6    seed=28  rows=12 (18.7m, eta 46m)
[ 319/1100] doe                  hartmann6    seed=28  rows=12 (18.7m, eta 46m)
[ 320/1100] spade_cf_m0          hartmann6    seed=29  rows=12 (18.7m, eta 46m)
[ 321/1100] spade_cf_m4          hartmann6    seed=29  rows=12 (18.8m, eta 46m)
[ 322/1100] spade_cf_m8          hartmann6    seed=29  rows=12 (18.8m, eta 45m)
[ 323/1100] spade_plate1_only    hartmann6    seed=29  rows=12 (18.8m, eta 45m)
[ 324/1100] spade_random_plate2  hartmann6    seed=29  rows=12 (18.9m, eta 45m)
[ 325/1100] sobol                hartmann6    seed=29  rows=12 (18.9m, eta 45m)
[ 326/1100] lhs                  hartmann6    seed=29  rows=12 (18.9m, eta 45m)
[ 327/1100] random               hartmann6    seed=29  rows=12 (19.0m, eta 45m)
[ 328/1100] qlognei              hartmann6    seed=29  rows=12 (19.1m, eta 45m)
[ 329/1100] qlogei               hartmann6    seed=29  rows=12 (19.2m, eta 45m)
[ 330/1100] doe                  hartmann6    seed=29  rows=12 (19.2m, eta 45m)
[ 331/1100] spade_cf_m0          hartmann6    seed=30  rows=12 (19.3m, eta 45m)
[ 332/1100] spade_cf_m4          hartmann6    seed=30  rows=12 (19.3m, eta 45m)
[ 333/1100] spade_cf_m8          hartmann6    seed=30  rows=12 (19.4m, eta 45m)
[ 334/1100] spade_plate1_only    hartmann6    seed=30  rows=12 (19.4m, eta 44m)
[ 335/1100] spade_random_plate2  hartmann6    seed=30  rows=12 (19.4m, eta 44m)
[ 336/1100] sobol                hartmann6    seed=30  rows=12 (19.5m, eta 44m)
[ 337/1100] lhs                  hartmann6    seed=30  rows=12 (19.5m, eta 44m)
[ 338/1100] random               hartmann6    seed=30  rows=12 (19.5m, eta 44m)
[ 339/1100] qlognei              hartmann6    seed=30  rows=12 (19.7m, eta 44m)
[ 340/1100] qlogei               hartmann6    seed=30  rows=12 (19.8m, eta 44m)
[ 341/1100] doe                  hartmann6    seed=30  rows=12 (19.8m, eta 44m)
[ 342/1100] spade_cf_m0          hartmann6    seed=31  rows=12 (19.9m, eta 44m)
[ 343/1100] spade_cf_m4          hartmann6    seed=31  rows=12 (19.9m, eta 44m)
[ 344/1100] spade_cf_m8          hartmann6    seed=31  rows=12 (19.9m, eta 44m)
[ 345/1100] spade_plate1_only    hartmann6    seed=31  rows=12 (20.0m, eta 44m)
[ 346/1100] spade_random_plate2  hartmann6    seed=31  rows=12 (20.0m, eta 44m)
[ 347/1100] sobol                hartmann6    seed=31  rows=12 (20.0m, eta 43m)
[ 348/1100] lhs                  hartmann6    seed=31  rows=12 (20.1m, eta 43m)
[ 349/1100] random               hartmann6    seed=31  rows=12 (20.1m, eta 43m)
[ 350/1100] qlognei              hartmann6    seed=31  rows=12 (20.3m, eta 43m)
[ 351/1100] qlogei               hartmann6    seed=31  rows=12 (20.4m, eta 44m)
[ 352/1100] doe                  hartmann6    seed=31  rows=12 (20.5m, eta 44m)
[ 353/1100] spade_cf_m0          hartmann6    seed=32  rows=12 (20.5m, eta 43m)
[ 354/1100] spade_cf_m4          hartmann6    seed=32  rows=12 (20.5m, eta 43m)
[ 355/1100] spade_cf_m8          hartmann6    seed=32  rows=12 (20.6m, eta 43m)
[ 356/1100] spade_plate1_only    hartmann6    seed=32  rows=12 (20.6m, eta 43m)
[ 357/1100] spade_random_plate2  hartmann6    seed=32  rows=12 (20.6m, eta 43m)
[ 358/1100] sobol                hartmann6    seed=32  rows=12 (20.7m, eta 43m)
[ 359/1100] lhs                  hartmann6    seed=32  rows=12 (20.7m, eta 43m)
[ 360/1100] random               hartmann6    seed=32  rows=12 (20.7m, eta 43m)
[ 361/1100] qlognei              hartmann6    seed=32  rows=12 (20.9m, eta 43m)
[ 362/1100] qlogei               hartmann6    seed=32  rows=12 (21.0m, eta 43m)
[ 363/1100] doe                  hartmann6    seed=32  rows=12 (21.1m, eta 43m)
[ 364/1100] spade_cf_m0          hartmann6    seed=33  rows=12 (21.1m, eta 43m)
[ 365/1100] spade_cf_m4          hartmann6    seed=33  rows=12 (21.2m, eta 43m)
[ 366/1100] spade_cf_m8          hartmann6    seed=33  rows=12 (21.2m, eta 42m)
[ 367/1100] spade_plate1_only    hartmann6    seed=33  rows=12 (21.2m, eta 42m)
[ 368/1100] spade_random_plate2  hartmann6    seed=33  rows=12 (21.2m, eta 42m)
[ 369/1100] sobol                hartmann6    seed=33  rows=12 (21.3m, eta 42m)
[ 370/1100] lhs                  hartmann6    seed=33  rows=12 (21.3m, eta 42m)
[ 371/1100] random               hartmann6    seed=33  rows=12 (21.3m, eta 42m)
[ 372/1100] qlognei              hartmann6    seed=33  rows=12 (21.5m, eta 42m)
[ 373/1100] qlogei               hartmann6    seed=33  rows=12 (21.7m, eta 42m)
[ 374/1100] doe                  hartmann6    seed=33  rows=12 (21.7m, eta 42m)
[ 375/1100] spade_cf_m0          hartmann6    seed=34  rows=12 (21.7m, eta 42m)
[ 376/1100] spade_cf_m4          hartmann6    seed=34  rows=12 (21.8m, eta 42m)
[ 377/1100] spade_cf_m8          hartmann6    seed=34  rows=12 (21.8m, eta 42m)
[ 378/1100] spade_plate1_only    hartmann6    seed=34  rows=12 (21.8m, eta 42m)
[ 379/1100] spade_random_plate2  hartmann6    seed=34  rows=12 (21.9m, eta 42m)
[ 380/1100] sobol                hartmann6    seed=34  rows=12 (21.9m, eta 42m)
[ 381/1100] lhs                  hartmann6    seed=34  rows=12 (22.0m, eta 41m)
[ 382/1100] random               hartmann6    seed=34  rows=12 (22.0m, eta 41m)
[ 383/1100] qlognei              hartmann6    seed=34  rows=12 (22.2m, eta 42m)
[ 384/1100] qlogei               hartmann6    seed=34  rows=12 (22.3m, eta 42m)
[ 385/1100] doe                  hartmann6    seed=34  rows=12 (22.4m, eta 42m)
[ 386/1100] spade_cf_m0          hartmann6    seed=35  rows=12 (22.4m, eta 41m)
[ 387/1100] spade_cf_m4          hartmann6    seed=35  rows=12 (22.5m, eta 41m)
[ 388/1100] spade_cf_m8          hartmann6    seed=35  rows=12 (22.5m, eta 41m)
[ 389/1100] spade_plate1_only    hartmann6    seed=35  rows=12 (22.5m, eta 41m)
[ 390/1100] spade_random_plate2  hartmann6    seed=35  rows=12 (22.6m, eta 41m)
[ 391/1100] sobol                hartmann6    seed=35  rows=12 (22.6m, eta 41m)
[ 392/1100] lhs                  hartmann6    seed=35  rows=12 (22.7m, eta 41m)
[ 393/1100] random               hartmann6    seed=35  rows=12 (22.7m, eta 41m)
[ 394/1100] qlognei              hartmann6    seed=35  rows=12 (22.9m, eta 41m)
[ 395/1100] qlogei               hartmann6    seed=35  rows=12 (23.0m, eta 41m)
[ 396/1100] doe                  hartmann6    seed=35  rows=12 (23.0m, eta 41m)
[ 397/1100] spade_cf_m0          hartmann6    seed=36  rows=12 (23.1m, eta 41m)
[ 398/1100] spade_cf_m4          hartmann6    seed=36  rows=12 (23.1m, eta 41m)
[ 399/1100] spade_cf_m8          hartmann6    seed=36  rows=12 (23.1m, eta 41m)
[ 400/1100] spade_plate1_only    hartmann6    seed=36  rows=12 (23.1m, eta 40m)
[ 401/1100] spade_random_plate2  hartmann6    seed=36  rows=12 (23.2m, eta 40m)
[ 402/1100] sobol                hartmann6    seed=36  rows=12 (23.2m, eta 40m)
[ 403/1100] lhs                  hartmann6    seed=36  rows=12 (23.2m, eta 40m)
[ 404/1100] random               hartmann6    seed=36  rows=12 (23.3m, eta 40m)
[ 405/1100] qlognei              hartmann6    seed=36  rows=12 (23.5m, eta 40m)
[ 406/1100] qlogei               hartmann6    seed=36  rows=12 (23.6m, eta 40m)
[ 407/1100] doe                  hartmann6    seed=36  rows=12 (23.6m, eta 40m)
[ 408/1100] spade_cf_m0          hartmann6    seed=37  rows=12 (23.6m, eta 40m)
[ 409/1100] spade_cf_m4          hartmann6    seed=37  rows=12 (23.7m, eta 40m)
[ 410/1100] spade_cf_m8          hartmann6    seed=37  rows=12 (23.7m, eta 40m)
[ 411/1100] spade_plate1_only    hartmann6    seed=37  rows=12 (23.7m, eta 40m)
[ 412/1100] spade_random_plate2  hartmann6    seed=37  rows=12 (23.8m, eta 40m)
[ 413/1100] sobol                hartmann6    seed=37  rows=12 (23.8m, eta 40m)
[ 414/1100] lhs                  hartmann6    seed=37  rows=12 (23.8m, eta 40m)
[ 415/1100] random               hartmann6    seed=37  rows=12 (23.9m, eta 39m)
[ 416/1100] qlognei              hartmann6    seed=37  rows=12 (24.0m, eta 40m)
[ 417/1100] qlogei               hartmann6    seed=37  rows=12 (24.2m, eta 40m)
[ 418/1100] doe                  hartmann6    seed=37  rows=12 (24.2m, eta 40m)
[ 419/1100] spade_cf_m0          hartmann6    seed=38  rows=12 (24.3m, eta 39m)
[ 420/1100] spade_cf_m4          hartmann6    seed=38  rows=12 (24.3m, eta 39m)
[ 421/1100] spade_cf_m8          hartmann6    seed=38  rows=12 (24.3m, eta 39m)
[ 422/1100] spade_plate1_only    hartmann6    seed=38  rows=12 (24.4m, eta 39m)
[ 423/1100] spade_random_plate2  hartmann6    seed=38  rows=12 (24.4m, eta 39m)
[ 424/1100] sobol                hartmann6    seed=38  rows=12 (24.5m, eta 39m)
[ 425/1100] lhs                  hartmann6    seed=38  rows=12 (24.5m, eta 39m)
[ 426/1100] random               hartmann6    seed=38  rows=12 (24.5m, eta 39m)
[ 427/1100] qlognei              hartmann6    seed=38  rows=12 (24.7m, eta 39m)
[ 428/1100] qlogei               hartmann6    seed=38  rows=12 (24.9m, eta 39m)
[ 429/1100] doe                  hartmann6    seed=38  rows=12 (24.9m, eta 39m)
[ 430/1100] spade_cf_m0          hartmann6    seed=39  rows=12 (25.0m, eta 39m)
[ 431/1100] spade_cf_m4          hartmann6    seed=39  rows=12 (25.0m, eta 39m)
[ 432/1100] spade_cf_m8          hartmann6    seed=39  rows=12 (25.0m, eta 39m)
[ 433/1100] spade_plate1_only    hartmann6    seed=39  rows=12 (25.1m, eta 39m)
[ 434/1100] spade_random_plate2  hartmann6    seed=39  rows=12 (25.1m, eta 38m)
[ 435/1100] sobol                hartmann6    seed=39  rows=12 (25.1m, eta 38m)
[ 436/1100] lhs                  hartmann6    seed=39  rows=12 (25.1m, eta 38m)
[ 437/1100] random               hartmann6    seed=39  rows=12 (25.2m, eta 38m)
[ 438/1100] qlognei              hartmann6    seed=39  rows=12 (25.4m, eta 38m)
[ 439/1100] qlogei               hartmann6    seed=39  rows=12 (25.5m, eta 38m)
[ 440/1100] doe                  hartmann6    seed=39  rows=12 (25.5m, eta 38m)
[ 441/1100] spade_cf_m0          hartmann6    seed=40  rows=12 (25.6m, eta 38m)
[ 442/1100] spade_cf_m4          hartmann6    seed=40  rows=12 (25.6m, eta 38m)
[ 443/1100] spade_cf_m8          hartmann6    seed=40  rows=12 (25.6m, eta 38m)
[ 444/1100] spade_plate1_only    hartmann6    seed=40  rows=12 (25.7m, eta 38m)
[ 445/1100] spade_random_plate2  hartmann6    seed=40  rows=12 (25.7m, eta 38m)
[ 446/1100] sobol                hartmann6    seed=40  rows=12 (25.7m, eta 38m)
[ 447/1100] lhs                  hartmann6    seed=40  rows=12 (25.7m, eta 38m)
[ 448/1100] random               hartmann6    seed=40  rows=12 (25.8m, eta 38m)
[ 449/1100] qlognei              hartmann6    seed=40  rows=12 (26.0m, eta 38m)
[ 450/1100] qlogei               hartmann6    seed=40  rows=12 (26.2m, eta 38m)
[ 451/1100] doe                  hartmann6    seed=40  rows=12 (26.2m, eta 38m)
[ 452/1100] spade_cf_m0          hartmann6    seed=41  rows=12 (26.2m, eta 38m)
[ 453/1100] spade_cf_m4          hartmann6    seed=41  rows=12 (26.2m, eta 37m)
[ 454/1100] spade_cf_m8          hartmann6    seed=41  rows=12 (26.3m, eta 37m)
[ 455/1100] spade_plate1_only    hartmann6    seed=41  rows=12 (26.3m, eta 37m)
[ 456/1100] spade_random_plate2  hartmann6    seed=41  rows=12 (26.3m, eta 37m)
[ 457/1100] sobol                hartmann6    seed=41  rows=12 (26.4m, eta 37m)
[ 458/1100] lhs                  hartmann6    seed=41  rows=12 (26.4m, eta 37m)
[ 459/1100] random               hartmann6    seed=41  rows=12 (26.4m, eta 37m)
[ 460/1100] qlognei              hartmann6    seed=41  rows=12 (26.6m, eta 37m)
[ 461/1100] qlogei               hartmann6    seed=41  rows=12 (26.7m, eta 37m)
[ 462/1100] doe                  hartmann6    seed=41  rows=12 (26.8m, eta 37m)
[ 463/1100] spade_cf_m0          hartmann6    seed=42  rows=12 (26.8m, eta 37m)
[ 464/1100] spade_cf_m4          hartmann6    seed=42  rows=12 (26.9m, eta 37m)
[ 465/1100] spade_cf_m8          hartmann6    seed=42  rows=12 (26.9m, eta 37m)
[ 466/1100] spade_plate1_only    hartmann6    seed=42  rows=12 (26.9m, eta 37m)
[ 467/1100] spade_random_plate2  hartmann6    seed=42  rows=12 (27.0m, eta 37m)
[ 468/1100] sobol                hartmann6    seed=42  rows=12 (27.0m, eta 36m)
[ 469/1100] lhs                  hartmann6    seed=42  rows=12 (27.0m, eta 36m)
[ 470/1100] random               hartmann6    seed=42  rows=12 (27.1m, eta 36m)
[ 471/1100] qlognei              hartmann6    seed=42  rows=12 (27.2m, eta 36m)
[ 472/1100] qlogei               hartmann6    seed=42  rows=12 (27.3m, eta 36m)
[ 473/1100] doe                  hartmann6    seed=42  rows=12 (27.3m, eta 36m)
[ 474/1100] spade_cf_m0          hartmann6    seed=43  rows=12 (27.4m, eta 36m)
[ 475/1100] spade_cf_m4          hartmann6    seed=43  rows=12 (27.4m, eta 36m)
[ 476/1100] spade_cf_m8          hartmann6    seed=43  rows=12 (27.5m, eta 36m)
[ 477/1100] spade_plate1_only    hartmann6    seed=43  rows=12 (27.5m, eta 36m)
[ 478/1100] spade_random_plate2  hartmann6    seed=43  rows=12 (27.5m, eta 36m)
[ 479/1100] sobol                hartmann6    seed=43  rows=12 (27.6m, eta 36m)
[ 480/1100] lhs                  hartmann6    seed=43  rows=12 (27.6m, eta 36m)
[ 481/1100] random               hartmann6    seed=43  rows=12 (27.6m, eta 36m)
[ 482/1100] qlognei              hartmann6    seed=43  rows=12 (27.8m, eta 36m)
[ 483/1100] qlogei               hartmann6    seed=43  rows=12 (27.9m, eta 36m)
[ 484/1100] doe                  hartmann6    seed=43  rows=12 (28.0m, eta 36m)
[ 485/1100] spade_cf_m0          hartmann6    seed=44  rows=12 (28.0m, eta 36m)
[ 486/1100] spade_cf_m4          hartmann6    seed=44  rows=12 (28.1m, eta 35m)
[ 487/1100] spade_cf_m8          hartmann6    seed=44  rows=12 (28.1m, eta 35m)
[ 488/1100] spade_plate1_only    hartmann6    seed=44  rows=12 (28.1m, eta 35m)
[ 489/1100] spade_random_plate2  hartmann6    seed=44  rows=12 (28.1m, eta 35m)
[ 490/1100] sobol                hartmann6    seed=44  rows=12 (28.2m, eta 35m)
[ 491/1100] lhs                  hartmann6    seed=44  rows=12 (28.2m, eta 35m)
[ 492/1100] random               hartmann6    seed=44  rows=12 (28.2m, eta 35m)
[ 493/1100] qlognei              hartmann6    seed=44  rows=12 (28.4m, eta 35m)
[ 494/1100] qlogei               hartmann6    seed=44  rows=12 (28.5m, eta 35m)
[ 495/1100] doe                  hartmann6    seed=44  rows=12 (28.6m, eta 35m)
[ 496/1100] spade_cf_m0          hartmann6    seed=45  rows=12 (28.6m, eta 35m)
[ 497/1100] spade_cf_m4          hartmann6    seed=45  rows=12 (28.6m, eta 35m)
[ 498/1100] spade_cf_m8          hartmann6    seed=45  rows=12 (28.7m, eta 35m)
[ 499/1100] spade_plate1_only    hartmann6    seed=45  rows=12 (28.7m, eta 35m)
[ 500/1100] spade_random_plate2  hartmann6    seed=45  rows=12 (28.7m, eta 34m)
[ 501/1100] sobol                hartmann6    seed=45  rows=12 (28.8m, eta 34m)
[ 502/1100] lhs                  hartmann6    seed=45  rows=12 (28.8m, eta 34m)
[ 503/1100] random               hartmann6    seed=45  rows=12 (28.8m, eta 34m)
[ 504/1100] qlognei              hartmann6    seed=45  rows=12 (29.0m, eta 34m)
[ 505/1100] qlogei               hartmann6    seed=45  rows=12 (29.1m, eta 34m)
[ 506/1100] doe                  hartmann6    seed=45  rows=12 (29.1m, eta 34m)
[ 507/1100] spade_cf_m0          hartmann6    seed=46  rows=12 (29.2m, eta 34m)
[ 508/1100] spade_cf_m4          hartmann6    seed=46  rows=12 (29.2m, eta 34m)
[ 509/1100] spade_cf_m8          hartmann6    seed=46  rows=12 (29.3m, eta 34m)
[ 510/1100] spade_plate1_only    hartmann6    seed=46  rows=12 (29.3m, eta 34m)
[ 511/1100] spade_random_plate2  hartmann6    seed=46  rows=12 (29.3m, eta 34m)
[ 512/1100] sobol                hartmann6    seed=46  rows=12 (29.3m, eta 34m)
[ 513/1100] lhs                  hartmann6    seed=46  rows=12 (29.4m, eta 34m)
[ 514/1100] random               hartmann6    seed=46  rows=12 (29.4m, eta 34m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)
/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed on the second try, after generating a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 515/1100] qlognei              hartmann6    seed=46  rows=12 (29.6m, eta 34m)
[ 516/1100] qlogei               hartmann6    seed=46  rows=12 (29.8m, eta 34m)
[ 517/1100] doe                  hartmann6    seed=46  rows=12 (29.8m, eta 34m)
[ 518/1100] spade_cf_m0          hartmann6    seed=47  rows=12 (29.9m, eta 34m)
[ 519/1100] spade_cf_m4          hartmann6    seed=47  rows=12 (29.9m, eta 33m)
[ 520/1100] spade_cf_m8          hartmann6    seed=47  rows=12 (30.0m, eta 33m)
[ 521/1100] spade_plate1_only    hartmann6    seed=47  rows=12 (30.0m, eta 33m)
[ 522/1100] spade_random_plate2  hartmann6    seed=47  rows=12 (30.0m, eta 33m)
[ 523/1100] sobol                hartmann6    seed=47  rows=12 (30.1m, eta 33m)
[ 524/1100] lhs                  hartmann6    seed=47  rows=12 (30.1m, eta 33m)
[ 525/1100] random               hartmann6    seed=47  rows=12 (30.1m, eta 33m)
[ 526/1100] qlognei              hartmann6    seed=47  rows=12 (30.4m, eta 33m)
[ 527/1100] qlogei               hartmann6    seed=47  rows=12 (30.5m, eta 33m)
[ 528/1100] doe                  hartmann6    seed=47  rows=12 (30.6m, eta 33m)
[ 529/1100] spade_cf_m0          hartmann6    seed=48  rows=12 (30.6m, eta 33m)
[ 530/1100] spade_cf_m4          hartmann6    seed=48  rows=12 (30.6m, eta 33m)
[ 531/1100] spade_cf_m8          hartmann6    seed=48  rows=12 (30.7m, eta 33m)
[ 532/1100] spade_plate1_only    hartmann6    seed=48  rows=12 (30.7m, eta 33m)
[ 533/1100] spade_random_plate2  hartmann6    seed=48  rows=12 (30.7m, eta 33m)
[ 534/1100] sobol                hartmann6    seed=48  rows=12 (30.8m, eta 33m)
[ 535/1100] lhs                  hartmann6    seed=48  rows=12 (30.8m, eta 33m)
[ 536/1100] random               hartmann6    seed=48  rows=12 (30.8m, eta 32m)
[ 537/1100] qlognei              hartmann6    seed=48  rows=12 (31.0m, eta 33m)
[ 538/1100] qlogei               hartmann6    seed=48  rows=12 (31.1m, eta 33m)
[ 539/1100] doe                  hartmann6    seed=48  rows=12 (31.1m, eta 32m)
[ 540/1100] spade_cf_m0          hartmann6    seed=49  rows=12 (31.2m, eta 32m)
[ 541/1100] spade_cf_m4          hartmann6    seed=49  rows=12 (31.2m, eta 32m)
[ 542/1100] spade_cf_m8          hartmann6    seed=49  rows=12 (31.3m, eta 32m)
[ 543/1100] spade_plate1_only    hartmann6    seed=49  rows=12 (31.3m, eta 32m)
[ 544/1100] spade_random_plate2  hartmann6    seed=49  rows=12 (31.3m, eta 32m)
[ 545/1100] sobol                hartmann6    seed=49  rows=12 (31.4m, eta 32m)
[ 546/1100] lhs                  hartmann6    seed=49  rows=12 (31.4m, eta 32m)
[ 547/1100] random               hartmann6    seed=49  rows=12 (31.4m, eta 32m)
[ 548/1100] qlognei              hartmann6    seed=49  rows=12 (31.7m, eta 32m)
[ 549/1100] qlogei               hartmann6    seed=49  rows=12 (31.8m, eta 32m)
[ 550/1100] doe                  hartmann6    seed=49  rows=12 (31.8m, eta 32m)
[ 551/1100] spade_cf_m0          hartmann6    seed=50  rows=12 (31.8m, eta 32m)
[ 552/1100] spade_cf_m4          hartmann6    seed=50  rows=12 (31.9m, eta 32m)
[ 553/1100] spade_cf_m8          hartmann6    seed=50  rows=12 (31.9m, eta 32m)
[ 554/1100] spade_plate1_only    hartmann6    seed=50  rows=12 (31.9m, eta 31m)
[ 555/1100] spade_random_plate2  hartmann6    seed=50  rows=12 (32.0m, eta 31m)
[ 556/1100] sobol                hartmann6    seed=50  rows=12 (32.0m, eta 31m)
[ 557/1100] lhs                  hartmann6    seed=50  rows=12 (32.0m, eta 31m)
[ 558/1100] random               hartmann6    seed=50  rows=12 (32.1m, eta 31m)
[ 559/1100] qlognei              hartmann6    seed=50  rows=12 (32.2m, eta 31m)
[ 560/1100] qlogei               hartmann6    seed=50  rows=12 (32.4m, eta 31m)
[ 561/1100] doe                  hartmann6    seed=50  rows=12 (32.4m, eta 31m)
[ 562/1100] spade_cf_m0          hartmann6    seed=51  rows=12 (32.4m, eta 31m)
[ 563/1100] spade_cf_m4          hartmann6    seed=51  rows=12 (32.4m, eta 31m)
[ 564/1100] spade_cf_m8          hartmann6    seed=51  rows=12 (32.5m, eta 31m)
[ 565/1100] spade_plate1_only    hartmann6    seed=51  rows=12 (32.5m, eta 31m)
[ 566/1100] spade_random_plate2  hartmann6    seed=51  rows=12 (32.5m, eta 31m)
[ 567/1100] sobol                hartmann6    seed=51  rows=12 (32.6m, eta 31m)
[ 568/1100] lhs                  hartmann6    seed=51  rows=12 (32.6m, eta 31m)
[ 569/1100] random               hartmann6    seed=51  rows=12 (32.6m, eta 30m)
[ 570/1100] qlognei              hartmann6    seed=51  rows=12 (32.8m, eta 31m)
[ 571/1100] qlogei               hartmann6    seed=51  rows=12 (32.9m, eta 31m)
[ 572/1100] doe                  hartmann6    seed=51  rows=12 (33.0m, eta 30m)
[ 573/1100] spade_cf_m0          hartmann6    seed=52  rows=12 (33.0m, eta 30m)
[ 574/1100] spade_cf_m4          hartmann6    seed=52  rows=12 (33.0m, eta 30m)
[ 575/1100] spade_cf_m8          hartmann6    seed=52  rows=12 (33.1m, eta 30m)
[ 576/1100] spade_plate1_only    hartmann6    seed=52  rows=12 (33.1m, eta 30m)
[ 577/1100] spade_random_plate2  hartmann6    seed=52  rows=12 (33.2m, eta 30m)
[ 578/1100] sobol                hartmann6    seed=52  rows=12 (33.2m, eta 30m)
[ 579/1100] lhs                  hartmann6    seed=52  rows=12 (33.2m, eta 30m)
[ 580/1100] random               hartmann6    seed=52  rows=12 (33.3m, eta 30m)
[ 581/1100] qlognei              hartmann6    seed=52  rows=12 (33.5m, eta 30m)
[ 582/1100] qlogei               hartmann6    seed=52  rows=12 (33.7m, eta 30m)
[ 583/1100] doe                  hartmann6    seed=52  rows=12 (33.7m, eta 30m)
[ 584/1100] spade_cf_m0          hartmann6    seed=53  rows=12 (33.8m, eta 30m)
[ 585/1100] spade_cf_m4          hartmann6    seed=53  rows=12 (33.8m, eta 30m)
[ 586/1100] spade_cf_m8          hartmann6    seed=53  rows=12 (33.9m, eta 30m)
[ 587/1100] spade_plate1_only    hartmann6    seed=53  rows=12 (33.9m, eta 30m)
[ 588/1100] spade_random_plate2  hartmann6    seed=53  rows=12 (34.0m, eta 30m)
[ 589/1100] sobol                hartmann6    seed=53  rows=12 (34.0m, eta 30m)
[ 590/1100] lhs                  hartmann6    seed=53  rows=12 (34.0m, eta 29m)
[ 591/1100] random               hartmann6    seed=53  rows=12 (34.1m, eta 29m)
[ 592/1100] qlognei              hartmann6    seed=53  rows=12 (34.3m, eta 29m)
[ 593/1100] qlogei               hartmann6    seed=53  rows=12 (34.4m, eta 29m)
[ 594/1100] doe                  hartmann6    seed=53  rows=12 (34.4m, eta 29m)
[ 595/1100] spade_cf_m0          hartmann6    seed=54  rows=12 (34.5m, eta 29m)
[ 596/1100] spade_cf_m4          hartmann6    seed=54  rows=12 (34.5m, eta 29m)
[ 597/1100] spade_cf_m8          hartmann6    seed=54  rows=12 (34.6m, eta 29m)
[ 598/1100] spade_plate1_only    hartmann6    seed=54  rows=12 (34.6m, eta 29m)
[ 599/1100] spade_random_plate2  hartmann6    seed=54  rows=12 (34.6m, eta 29m)
[ 600/1100] sobol                hartmann6    seed=54  rows=12 (34.7m, eta 29m)
[ 601/1100] lhs                  hartmann6    seed=54  rows=12 (34.7m, eta 29m)
[ 602/1100] random               hartmann6    seed=54  rows=12 (34.7m, eta 29m)
[ 603/1100] qlognei              hartmann6    seed=54  rows=12 (35.0m, eta 29m)
[ 604/1100] qlogei               hartmann6    seed=54  rows=12 (35.1m, eta 29m)
[ 605/1100] doe                  hartmann6    seed=54  rows=12 (35.1m, eta 29m)
[ 606/1100] spade_cf_m0          hartmann6    seed=55  rows=12 (35.2m, eta 29m)
[ 607/1100] spade_cf_m4          hartmann6    seed=55  rows=12 (35.2m, eta 29m)
[ 608/1100] spade_cf_m8          hartmann6    seed=55  rows=12 (35.2m, eta 29m)
[ 609/1100] spade_plate1_only    hartmann6    seed=55  rows=12 (35.3m, eta 28m)
[ 610/1100] spade_random_plate2  hartmann6    seed=55  rows=12 (35.3m, eta 28m)
[ 611/1100] sobol                hartmann6    seed=55  rows=12 (35.3m, eta 28m)
[ 612/1100] lhs                  hartmann6    seed=55  rows=12 (35.4m, eta 28m)
[ 613/1100] random               hartmann6    seed=55  rows=12 (35.4m, eta 28m)
[ 614/1100] qlognei              hartmann6    seed=55  rows=12 (35.6m, eta 28m)
[ 615/1100] qlogei               hartmann6    seed=55  rows=12 (35.8m, eta 28m)
[ 616/1100] doe                  hartmann6    seed=55  rows=12 (35.8m, eta 28m)
[ 617/1100] spade_cf_m0          hartmann6    seed=56  rows=12 (35.8m, eta 28m)
[ 618/1100] spade_cf_m4          hartmann6    seed=56  rows=12 (35.9m, eta 28m)
[ 619/1100] spade_cf_m8          hartmann6    seed=56  rows=12 (35.9m, eta 28m)
[ 620/1100] spade_plate1_only    hartmann6    seed=56  rows=12 (35.9m, eta 28m)
[ 621/1100] spade_random_plate2  hartmann6    seed=56  rows=12 (36.0m, eta 28m)
[ 622/1100] sobol                hartmann6    seed=56  rows=12 (36.0m, eta 28m)
[ 623/1100] lhs                  hartmann6    seed=56  rows=12 (36.0m, eta 28m)
[ 624/1100] random               hartmann6    seed=56  rows=12 (36.1m, eta 28m)
[ 625/1100] qlognei              hartmann6    seed=56  rows=12 (36.3m, eta 28m)
[ 626/1100] qlogei               hartmann6    seed=56  rows=12 (36.5m, eta 28m)
[ 627/1100] doe                  hartmann6    seed=56  rows=12 (36.5m, eta 28m)
