baseline_path,file_type,first_commit,latest_meaningful_commit,research_era,scientific_question,evidence_level,manuscript_claim,reproduction_role,dependencies,supersession_status,classification,destination,rationale
data/lab/raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-10/Leica_2026-08-10 iec p6.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-10/Leica_2026-08-10 iec p6.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-1.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-1.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-2.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-2.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-1.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-1.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-2.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-2.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 fenxuan later.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 fenxuan later.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec-copy.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec-copy.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec.jpeg,jpeg,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec.jpeg.metadata,metadata,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/lab/raw/plate-reader/2026-06-22_endpoint-abs-562.xlsx,xlsx,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/audit_d6.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/audit_d8.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/instances_d6.parquet,parquet,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/instances_d8.parquet,parquet,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/02c7368c30c8c231.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/033466197eba3ddb.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/0a6e0788538a7c52.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/0d2683227658c59e.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/0ed87c75239d73f8.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/18904ec166d328c2.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/1dd60a03ebae80e9.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/2063e6d735c9c52a.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/20bbc17a31bd4698.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/225de8592fdce407.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/28c9006f272c481d.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/29394cb63a616fba.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/2f658a98c1503613.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/32bb966a18f1d863.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/42f2be9762f08185.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/443c180247c17191.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/4576319d899b3eed.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/4683170b8f0ae677.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/4755ee0a73236ad7.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/48b1324dd0461cd9.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/4d4f7158b65b52ba.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/51cf489c521a6911.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/53040559627f7c2e.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/578e5d8768359f0f.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/58b46c1e6d1edca6.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/59e420274f4385d9.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/5b3926ef2c5fe4b6.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/6a6de511cd189c4a.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/7197fc614477a6f7.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/763e0f58925816ca.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/79ed051589231279.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/7b6071e568a98779.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/7ef3fc89acece49c.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/7f5c7431c0530e74.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/8332e4bec50c841d.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/85c5c9fbfcca2e1a.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/875a5cd6f92d45cb.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/8abe35e93ddfcad1.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/9414bc879284eef0.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/9b01d5dba8a4b27b.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/9f3cdb4d835c6909.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/a3369b96aa7c2e1e.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/ada45f164af77386.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/af34bd4beff5e73c.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/b235a12be89aba2e.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/b655eaf8a7a4b88e.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/b7b159d2fb1b4527.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/b8892a5c7c15b307.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/c118af1ed5aa2615.json,json,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,2cdc8ca9ad30f3320e0a0e164e983b6e071fd406,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
data/oracles/biphasic-hill-v8+82f6db7c8f77/sidecars/c35b8c4f473f03c9.json,json,c027e00343fd1f8a3ad448b5326fa69449be49a6,c027e00343fd1f8a3ad448b5326fa69449be49a6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
