commit,date,subject,research_era,purpose,important_files,conclusion_status,superseding_commit,paper_relevance,audit_notes
42ba7c2d4e16c6f5d91bf72fe4e4cca47a5206e8,2026-08-26,"Session log: resume instructions, spec ledger, and what must not be quietly undone",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1df991ad4b11897731600a4c00955c5c609ebbcb,2026-08-26,"Freeze SPADE-PLATE2-CERTIFICATE-SPEC.md (KV) + batch_lse_rho, TDD",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
91af117e7edc17b4dc920a57fa598c4d70ab3013,2026-08-26,"certificate_straddle: target the contour the CERTIFICATE frontier sits on, TDD",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e298b9382f062aa3a3980d637051c5cb75d13ff8,2026-08-26,KU amendment 5b: seeds restored 25 -> 50 on firewalled pilot timing,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e5b59dc30731448de3d2976be0af745dc320f314,2026-08-26,"KU amendment 5a: exclude hill (ensemble evaluator path), recorded before any KU number",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
82c0c913b8cb10ca250b192503ad5572a8c04588,2026-08-26,Freeze SPADE-PREVALENCE-MATCHED-SPEC.md (KU) before any KU result exists,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6848e2f59e26aeaba41a36be6fd0dcd0a19fdd0d,2026-08-26,"KS result: KS-1 FAIL, KS-4 drops kappa_tail, KS-5 fires -- and freeze KT",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f05805d88f7b4a6f97bf6cd1f89403a14e019b03,2026-08-26,docs: bind manufacturing recovery protocol digest in joint spec,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
61eee450b9da07ca30ab412ac3e9e14690b85437,2026-08-26,fix: align SPADE certificates with assay noise for manufacturing,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a9c0070b94bb419026551d6b813f31dad3c68fc4,2026-08-26,Extend the runner to emit kappa_tail/kappa_mean for KS,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1a3d9274fe06ea2ae52cb1e13923ce31be48a68d,2026-08-26,"KR result: KR-1 FAIL, KR-2 FAIL, KR-4 fires -- k_eff dropped",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
434a987dc1c767cb423acdd8ab41d081c8287d84,2026-08-26,"Route B: self-calibration from the campaign's own LOO residuals, TDD",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b366d7a21b1652aa2a318edb39ed0b0f06e7c000,2026-08-26,fix: SPADE manufacturing certificate recovery (smallest CE),UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7ae6fc6347d03bd0a23dec49434ae551fdc075b6,2026-08-26,Freeze SPADE-EFFECTIVE-RESOLUTION-SPEC.md (KR) before any KR result exists,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
624c71126ada474f5418608b6a0ef4ef65633644,2026-08-26,docs: log full SPADE joint development execution trail,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
502ea3948976b15f849aecf680e24a0487eed742,2026-08-26,results: freeze SPADE development NO_SELECTION evidence,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c9199a3bafb0e4ea7b2d7026d84657501f12d893,2026-08-26,docs: record local SPADE execution decision,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1c062bcc66498dfa0d7f35ee1984c85f834fb79c,2026-08-26,Merge branch 'codex/spade-execution-freeze',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
eea2b308e06224fb5f3a7dceccfcd7242c5dc63a,2026-08-26,fix(spade): freeze registered execution logistics,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
79f973ae6ff7a4914e1e7fd8b291836c2558b92c,2026-08-26,Merge branch 'codex/spade-joint-protocol',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
38ba8ec7dd611fae0481bc3c84264d8846c9912e,2026-08-26,fix: seal SPADE lockbox evidence publication,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e3684ce63b63cc691b7d053127cc71aeb471f156,2026-08-26,Merge branch 'codex/spade-doc-sync',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ee0039d09a814282c68a4325a1f9dbbc507e6a32,2026-08-26,docs: map distributed SPADE execution,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3ae39b0e9fc3a09dbdbc14cacfadb0a60ae358fd,2026-08-26,Merge branch 'codex/spade-actions',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
047a42b165abf53d45f445e8252fd7cced23d80f,2026-08-26,Merge branch 'codex/spade-development-merge',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f85ab03adff8f47aa118690308b17bf4a9d6632e,2026-08-26,Merge branch 'codex/spade-metadata-fix',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b6c4a8eaa5462cc73578d92e54e596f82d1cda58,2026-08-26,Merge branch 'codex/spade-joint-protocol',UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
56a938ae73df95b372a569c6a40a6b1fcba1f4c5,2026-08-26,fix(spade): project validated development metadata,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e53f9e3485572660a5294c391a27e7ceeb915ef0,2026-08-26,fix: authenticate SPADE development shard merges,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2f10458d9e4444f66647491dd5ddd8a8c9a7e46f,2026-08-26,ci: add pinned distributed SPADE workflow,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4da57874183870b25823e2d648a995e318873868,2026-08-26,feat: add deterministic SPADE Actions sharding,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6c480d4236d972843112a71b52dbf571812b44f9,2026-08-26,feat: bind SPADE release to frozen power,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c69296a84983394707622873b04d7cab7af22b02,2026-08-25,feat: merge distributed SPADE development shards,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4044a30a14fa60eec5417fb8b5c65993de71ace2,2026-08-25,fix: support compatible distributed lockbox shards,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8582ae3fc602ad376919807fdff2271d48ad92d4,2026-08-25,fix: close SPADE power planner race windows,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b9730e5eb22fc9c67738b41f0e37a675f10ea74d,2026-08-25,fix: revalidate SPADE lockbox merge access,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5b44d0175f253edb96be862fa08af9a6c380ff9d,2026-08-25,feat: bind SPADE lockbox size to frozen power,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3cde28c58df20e9e6885a6f11fe86fc32e4fc425,2026-08-25,fix: harden SPADE power input freeze,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
02730d8bed4d43005235a4453c37e726364c9c56,2026-08-25,feat: freeze SPADE lockbox power planning,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d906405515ab93788cf9a10cc56d7c787edaf748,2026-08-25,merge: integrate editorial publication figures,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6b679e2bb8041a988d73027f39dd5ffe25409b8f,2026-08-25,fix: harden SPADE power engine invariants,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d5f0a58b2302bb8780f3ad53d9c5e63782e3ad8f,2026-08-25,docs: reconcile corrected SPADE release evidence,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ffa095d0d819be319ca3c91c8882c301741172a6,2026-08-25,assets: rebuild publication figure package,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d343fda6b0015e706f74d3f29c20e6cb5f701a13,2026-08-25,feat: add editorial figure export provenance,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6e58d9016644a1e735c7e1973ab093150b8ad86a,2026-08-25,feat: redesign certification reliability figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ec4c8aca0d8849c6e9fb63559a5bce4d92c2cbf6,2026-08-25,feat: redesign point map cost evidence figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4911c1e68b2e78ff545659de66d587ff6900ff27,2026-08-25,feat: redesign terminal rule evidence figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
539de5155a1bd3da66b2024a14acc4056ba496ad,2026-08-25,fix: bind SPADE power decisions to held-out evidence,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cc8a4da4a2590e947ac22e0b5a38feab447c2a1e,2026-08-25,feat: redesign benchmark definition figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
218517fc728ba0c7b9af387ada985336966d42c8,2026-08-25,feat: add editorial figure layout contracts,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c2edf415fe4a6bf69d604bf9c55042f5c9ab6435,2026-08-25,test: refresh registered Figure 3 contrasts,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ea84d484b51ab7d710521ff0398033cebc621ff6,2026-08-25,docs: plan editorial figure rebuild,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
eab61476ae2f52adf677b7929259d4a32200900a,2026-08-25,feat: add deterministic SPADE lockbox power engine,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a8e0ccf8bbdbd7c61c1fe39d549123719ae9b9f4,2026-08-25,docs: specify editorial figure redesign,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f3cc13c3cb8f17cd70d305e7d0b4d33c22902f11,2026-08-25,docs: plan SPADE lockbox power implementation,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
060af5bd10a2b430d6ccbcf84d10a6c9a7ab26c4,2026-08-25,merge: integrate SPADE joint protocol and origin updates,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4b0c83a64f5ce12b385378ad09832179e6168f3f,2026-08-25,docs: reconcile current SPADE evidence,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6762c2ffc4338fa1cbb9620ba5c9e06ebf748a39,2026-08-25,docs: freeze SPADE lockbox power design,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
44bc8182d9db707efa507ded2c12c3bb011b8b63,2026-08-25,docs: record approved SPADE release gate,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f97b5d9f729f740a4d017dc4297d5814ce8c4bc5,2026-08-25,fix(spade): harden release shard validation,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d54cae816e43759d78fbba8916f2acc88a9f27f0,2026-08-25,fix: harden SPADE release artifact binding,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
777d9be9210e16fc8a5a58baa26466230f8f18fd,2026-08-25,fix: bind SPADE lockbox provenance end to end,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f1429fe3bce9e8a67b01996213fc0be5194f2602,2026-08-25,fix: harden SPADE lockbox release contracts,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9160a511ef3cbcca45f20889f01e5d5615c3eea8,2026-08-25,fix: bound IVR covariance memory,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a7825b07ab8b4a4b538d1a794b711e21c3d6ed02,2026-08-25,feat: add powered SPADE lockbox and release gate,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9d1dc21f15018dcf1d8a80179f627aedbe1bcd77,2026-08-25,fix: bind development truth range contracts,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a5b6c0a9fe72b1ac78c82aebf8816a5f3c316605,2026-08-25,chore: refresh frozen protocol digests,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4ab080e32893cc48124faf4e6ff89c84eb6013f1,2026-08-25,fix: harden SPADE development selection,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
64a31a1a9555032792bba357ff4f693ffcb88ad4,2026-08-25,docs: freeze nested-family consensus selection,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5ba499f4f50df4e041144603bcf92a16676c4028,2026-08-25,feat: add prespecified SPADE development selection,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8dd80dcb6bbc472c732ce2780201cd1e167675b6,2026-08-25,docs: record reviewed lockbox freeze,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c74067d672695468f6fbac40e6b8f9f5d13d5dd3,2026-08-25,fix: harden SPADE lockbox scoring invariants,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
97395907dd7782e6cd918b1cf9350ffb4a9a9362,2026-08-25,data: restore final SPADE prospective artifacts,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6f3d42f6c658eac699c9b89d6c26509b3f548dbf,2026-08-25,feat: freeze SPADE scoring and untouched lockbox generators,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d1fab2c2099926945e399f741ccc79123a539066,2026-08-25,docs: record reviewed unified SPADE runner,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
13c5c933cbcacf52428f5b98703b6c6b265e8200,2026-08-25,fix: harden SPADE campaign identity,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4a0f7d0d9ae8799de67a0467c1209868b0b789d3,2026-08-25,feat: implement the unified 48-evaluation SPADE protocol,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
08df039ab16e36889a60d7e454873458f1cec433,2026-08-25,figures: publish estimand-aware paper artwork,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4df0721f3fd0b23757210e143c02511a9d50553b,2026-08-25,fix: normalize exported SVG whitespace,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c59403052f199323b78846418bbe9fb612b45046,2026-08-25,docs: record reviewed predictive certificate,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cdab772d0f93a9188b98f4ba9b21673c74ebee45,2026-08-25,fix: isolate reliable-set sampling RNG,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7ac502324c8f56ffb681318c9eb161ffec69ca9d,2026-08-25,fix: make figure export retries safe,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8bb3260a40445ed375e1896e2a9449e82b617017,2026-08-25,fix: harden publication figure exports,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
346bff050e5de18267ef20addd5d2e8e7447a7f5,2026-08-25,fix: make SPADE certificates predictive and empirically testable,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
74cb25d8bab23a9b14836dd373c0ee3fd1fcf18f,2026-08-25,feat: add publication figure export pipeline,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
55b756576837f041f47a65309e081ea7d4675b3d,2026-08-25,docs: record reviewed acquisition foundations,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d9c07c4c7aeee7a7fc67be3e7fe495dae56ea54a,2026-08-25,fix: prevent IVR weight normalization overflow,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
01d2ea532b92a178bdfa13fb023d7146f783b88d,2026-08-25,feat: add deterministic learned-noise and variance-reduction acquisitions,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
98a0377cc372c8bac4217d5a07483322b0a7b5d0,2026-08-25,fix: derive campaign answer rates from certificates,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
63f58f67ee9c7585e12edcad64390a589ca71246,2026-08-25,docs: advance SPADE milestone to implementation,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
26bff8e54e680c9bf504c7eaa469afc99b938dd9,2026-08-25,Merge remote-tracking branch 'origin/main' into codex/spade-joint-protocol,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
51b3f4f37d06fafafa732436eec0ac4b67d80333,2026-08-25,feat: add reliability audit figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
398ed731cb8e632cd482d0bfd3465a358a0aec45,2026-08-25,fix: harden oracle checkpoint identity,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
25f333184efc455703c042314132be8823776cd4,2026-08-25,chore: remove obsolete task report,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7d32bca086860df4081286c7234142553e65f032,2026-08-25,fix: harden campaign checkpoint provenance,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
19c6f99af8b0e7511a2e2cb5322399780c84d0b7,2026-08-25,fix: preserve Hartmann method encodings,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
225d26ed758de4bed96310ca16b732e0a5d29c2f,2026-08-25,fix: strengthen point map figure semantics,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
baa065d2caca0d0d800388af6c50d73c52437862,2026-08-25,docs: incorporate tau noise and design evidence,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b2ade0444640e34eda1c15b4ee2b296fa6b9091a,2026-08-25,fix: make campaign randomness resumable and auditable,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
db6f60d8b422dcd805c187898ffed72f83043fc5,2026-08-25,feat: add point map and cost figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
14161db7b77583d9792c3949982efc0a7dec15fb,2026-08-25,"tau-quantile-followup result: real, substantial, but does not uniformly clear the bar",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9d5ec4cc25b48b56e5d97600c22d9298e16ec8f2,2026-08-25,test: scope figure two direct labels,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
559e24a553dba51dc3d91d635572ed5f22ed708c,2026-08-25,fix: clarify terminal rule figure semantics,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ecbd4239211e2648465cc7a8c52b6c58fd642390,2026-08-25,docs: reconcile SPADE execution constraints,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b348dec3a0017e7c6f62e76b2c948da54e5f1452,2026-08-25,docs: freeze SPADE joint protocol design,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
db06158758a30944222c2669477eb0e2e4e2e118,2026-08-25,feat: add terminal rule figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
02a6bfa85c3ed5a8dbf4476f3637190676d0bb8f,2026-08-25,chore: ignore local feature worktrees,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
16cb45dcb2edf1ba4a47f049e28ddc42dfce5534,2026-08-25,fix: contain figure one decision labels and ledger,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0ab619827878fae74ac303826e08e54acd2ea555,2026-08-25,fix: clarify figure one deliverables and typography,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9f9b4707f9936950b7a8ec8f67b4edba276cc9ca,2026-08-25,feat: add benchmark definition figure,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bf5036c8296c4f9bda63a091b239de8107daa2c4,2026-08-25,fix: reconcile paper figure evidence sources,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6492701c9ddfb5ac408aaf1ce82550a531c91210,2026-08-25,K2 computed: Piece B killed -- OA-LHS does not reduce the design lottery on hartmann6,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0bebb99fdfaac012161d7653db93c64429614b88,2026-08-25,fix: harden paper figure evidence validation,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
19a378fe0bb6d910b6b5d22129206af282b6f660,2026-08-25,analyse_k2_design_lottery.py: OA-LHS design-SD vs Q53's committed plain-LHS comparator,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1f9ea20276080a053091d58b81af7c002188d2fa,2026-08-25,K2 spec: match Q53's exact sampling structure (25 seeds x 5 draws) for direct comparability,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ea647c8a7c30e9455162ec35df3f4bdee1f900f8,2026-08-25,"oa_lhs_design: strength-2 orthogonal-array LHS, TDD, for K2 (design lottery)",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e5ab10b27216d3beb51c22c5251dbb4dab9b2368,2026-08-25,feat: normalize paper figure evidence,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ab13a35347e7eff4076a0a946843a65eecfaa305,2026-08-25,K1 computed: Piece A killed cleanly -- even a perfect noise-variance ceiling misses the bar,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6f8e9e3350a7b936990e726d25e7e84694fe5958,2026-08-25,fix(paper-figures): enforce venue text sizes,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
